,chr,start,end,20M_mix_Bmap_CLBGA_0_rep1,20M_mix_Bmap_CLBGA_100_rep1,20M_mix_Bmap_CLBGA_25_rep1,20M_mix_Bmap_CLBGA_10_rep1,20M_mix_Bmap_CLBGA_50_rep1
27025,19,11372803,11372889,0.0,0.0556,0.0069,0.0,0.0128
27026,19,11373028,11373143,0.0,0.0208,0.0,0.0,0.0
27027,19,11450306,11450352,0.0093,0.0,0.0094,0.0088,0.01
27028,19,11466078,11466129,0.0,0.0,0.0,0.0,0.0
27029,19,11466130,11466198,0.0,0.0,0.0,0.0,0.0
27030,19,11473176,11473264,0.9509,0.9255,0.9493,0.9592,0.936
27031,19,11517184,11517244,0.2,0.0308,0.125,0.1429,0.125
27032,19,11529958,11530003,0.1182,0.04,0.0727,0.1091,0.05
27033,19,11573308,11573419,0.9239,0.9722,0.9405,0.9239,0.9545
27034,19,11590299,11590365,0.3834,0.0,0.3535,0.3864,0.2576
27035,19,11590874,11590946,0.0308,0.0,0.0,0.0231,0.0
27036,19,11591519,11591598,0.2913,0.0,0.2188,0.2864,0.1373
27037,19,11591628,11591710,0.0267,0.0,0.02,0.02,0.025
27038,19,11591711,11591782,0.1423,0.0,0.1042,0.1174,0.0926
27039,19,11591835,11591911,0.0833,0.0088,0.0738,0.1,0.032
27040,19,11593125,11593191,0.0,0.0,0.0,0.0,0.0
27041,19,11594443,11594514,0.9833,0.9854,0.9733,0.9818,0.9833
27042,19,11594759,11594872,0.9643,0.9286,0.9464,0.9554,0.9412
27043,19,11598588,11598632,0.9939,0.9641,0.9956,0.9953,0.9867
27044,19,11646965,11647041,0.0,0.0154,0.0091,0.0091,0.0083
27045,19,11650696,11650759,0.037,0.0222,0.0251,0.0261,0.0148
27046,19,11660300,11660407,0.9608,0.9561,0.9537,0.9474,0.9583
27047,19,11689797,11689831,0.0595,0.9476,0.4328,0.1447,0.6473
27048,19,11690251,11690318,0.925,0.8132,0.9143,0.9202,0.8995
27049,19,11708320,11708420,0.0,0.0059,0.007,0.0,0.0059
27050,19,11773273,11773345,0.951,0.9915,0.958,0.9518,0.9718
27051,19,11773346,11773459,0.9333,0.9333,0.9333,0.9,0.9429
27052,19,11805262,11805394,0.0,0.0,0.0,0.0,0.0
27053,19,11805395,11805433,0.0,0.0126,0.003,0.0,0.0025
27054,19,11805442,11805507,0.0,0.0,0.0,0.0,0.0
27055,19,11843275,11843380,0.9794,0.9348,0.9785,0.9794,0.9429
27056,19,11843409,11843542,0.9444,0.881,0.875,0.9583,0.8667
27057,19,11849404,11849442,0.0,0.0,0.0,0.0,0.0
27058,19,11878179,11878288,0.0,0.06,0.0682,0.0405,0.0638
27059,19,11909643,11909730,0.0,0.0,0.0,0.0,0.0
27060,19,11909731,11909769,0.0,0.0053,0.0,0.0,0.0
27061,19,11925362,11925407,0.0,0.0,0.0,0.0,0.0
27062,19,11959828,11959898,0.0,0.0111,0.0,0.0,0.0
27063,19,12036188,12036272,0.0,0.0,0.0,0.0,0.0
27064,19,12036273,12036323,0.0051,0.0042,0.0051,0.0055,0.0046
27065,19,12076104,12076203,0.0,0.0,0.0,0.0,0.0
27066,19,12163442,12163532,0.0,0.0,0.0,0.0,0.0
27067,19,12175505,12175564,0.0,0.0,0.0,0.0,0.0
27068,19,12175783,12175859,0.0,0.0,0.0,0.0,0.0
27069,19,12175882,12175934,0.0,0.0161,0.0,0.0,0.004
27070,19,12203420,12203459,0.0,0.5733,0.32,0.0,0.55
27071,19,12251018,12251098,0.0154,0.0,0.0167,0.0167,0.0091
27072,19,12267145,12267191,0.0032,0.0043,0.0031,0.0034,0.0
27073,19,12274099,12274191,0.0256,0.0,0.0238,0.0256,0.037
27074,19,12274207,12274245,0.0,0.0,0.0,0.0,0.0
27075,19,12306144,12306182,0.0,0.0745,0.0194,0.0074,0.0526
27076,19,12306183,12306257,0.0119,0.0962,0.0392,0.0444,0.0507
27077,19,12348106,12348185,0.9867,0.9889,0.975,0.976,0.9846
27078,19,12404729,12404857,0.0,0.0,0.0,0.0,0.0
27079,19,12405177,12405273,0.0,0.0,0.0,0.0,0.0
27080,19,12405334,12405426,0.0,0.0131,0.0,0.0,0.0
27081,19,12444193,12444230,0.0098,0.0082,0.0131,0.0081,0.0088
27082,19,12473258,12473334,0.972,0.9467,0.9597,0.9618,0.9503
27083,19,12476212,12476266,0.0,0.0067,0.0,0.0,0.0
27084,19,12578523,12578598,0.9833,0.974,0.9899,0.9833,0.9778
27085,19,12595233,12595277,0.0171,0.0098,0.0,0.0,0.0
27086,19,12606441,12606535,0.0,0.0164,0.0,0.0,0.0
27087,19,12624383,12624475,0.037,0.4734,0.2727,0.1444,0.4327
27088,19,12721968,12722049,0.0,0.0,0.0,0.0,0.0
27089,19,12758957,12759033,0.2278,0.9557,0.5413,0.3529,0.734
27090,19,12767755,12767892,0.8929,0.8889,0.8929,0.8929,0.8333
27091,19,12780017,12780089,0.0,0.0077,0.0098,0.0,0.0
27092,19,12781021,12781084,0.0,0.208,0.1385,0.04,0.19
27093,19,12806974,12807143,0.0,0.0278,0.0,0.0,0.0
27094,19,12807165,12807265,0.0,0.0,0.0,0.0,0.0
27095,19,12812892,12813010,0.98,0.9778,0.9333,0.925,0.9467
27096,19,12832117,12832216,0.0993,0.0254,0.0719,0.0511,0.0683
27097,19,12833202,12833230,0.0044,0.0093,0.0029,0.004,0.0126
27098,19,12842321,12842363,0.94,0.9583,0.9455,0.9583,0.9424
27099,19,12845171,12845213,0.0032,0.0048,0.0024,0.0061,0.0022
27100,19,12845214,12845318,0.0,0.0,0.0,0.0,0.0
27101,19,12845319,12845423,0.0,0.0024,0.0,0.0,0.0025
27102,19,12845515,12845562,0.0,0.0,0.0,0.0,0.0
27103,19,12868557,12868594,0.0,0.0,0.0,0.0,0.0
27104,19,12868595,12868691,0.0,0.0,0.0,0.0,0.0
27105,19,12880575,12880668,0.6143,0.96,0.6618,0.6615,0.8
27106,19,12880669,12880780,0.8551,0.9714,0.9273,0.8551,0.9273
27107,19,12880781,12880845,0.8066,0.9427,0.8182,0.8066,0.8796
27108,19,12893563,12893628,0.0104,0.0045,0.0,0.0093,0.0062
27109,19,12893886,12893948,0.0,0.0,0.0,0.0,0.0
27110,19,12900445,12900492,0.0,0.021,0.0086,0.0,0.0204
27111,19,12900493,12900537,0.0,0.0122,0.0,0.0,0.0054
27112,19,12902438,12902495,0.0,0.0,0.0,0.0,0.0
27113,19,12902496,12902538,0.0,0.0354,0.037,0.0392,0.0347
27114,19,12902813,12902901,0.0,0.0,0.0,0.0,0.0
27115,19,12903265,12903324,0.0,0.0,0.0,0.0,0.0
27116,19,12904589,12904654,0.0,0.0041,0.0049,0.0,0.0036
27117,19,12912112,12912211,0.0128,0.0,0.0,0.0093,0.0
27118,19,12912648,12912741,0.0,0.0,0.0,0.0,0.0
27119,19,12912742,12912789,0.0,0.0,0.0,0.0,0.0
27120,19,12912790,12912898,0.0,0.0,0.0,0.0,0.0
27121,19,12936614,12936693,0.0269,0.4514,0.1129,0.0455,0.2202
27122,19,12943593,12943659,0.0097,0.0,0.0101,0.0097,0.0051
27123,19,12944582,12944613,0.0043,0.0133,0.01,0.0091,0.0
27124,19,12944755,12944808,0.0032,0.0,0.0,0.0,0.0
27125,19,12944915,12945011,0.0,0.0,0.0,0.0,0.0
27126,19,12949163,12949207,0.0227,0.0072,0.0217,0.0217,0.0133
27127,19,12978695,12978774,0.025,0.9848,0.3077,0.1714,0.6111
27128,19,12984160,12984247,0.9547,0.9955,0.9785,0.953,0.9641
27129,19,12984568,12984635,0.7727,0.9722,0.8182,0.8049,0.8581
27130,19,12984846,12984940,0.97,0.963,0.9706,0.975,0.9583
27131,19,12985059,12985101,0.9562,0.9722,0.965,0.96,0.9694
27132,19,12985109,12985211,0.9615,0.9667,0.975,0.9659,0.9727
27133,19,12985235,12985299,0.977,0.9641,0.9609,0.9677,0.9606
27134,19,12985300,12985393,0.9753,0.9688,0.95,0.9691,0.9583
27135,19,12985400,12985484,0.9726,1.0,0.9762,0.9726,0.9848
27136,19,12992305,12992414,0.0,0.0,0.0,0.0,0.0
27137,19,12996112,12996191,0.0,0.0233,0.0111,0.0057,0.0182
27138,19,12996192,12996319,0.0,0.026,0.0,0.0,0.0182
27139,19,12996362,12996419,0.0,0.1243,0.0457,0.0267,0.0615
27140,19,12996684,12996736,0.0046,0.0635,0.0373,0.0278,0.0588
27141,19,12996737,12996781,0.0364,0.45,0.1846,0.0727,0.2286
27142,19,12996789,12996865,0.0182,0.2,0.1167,0.0364,0.1167
27143,19,13007751,13007807,0.9933,1.0,0.9862,0.9931,0.9926
27144,19,13049627,13049694,0.0,0.0,0.0,0.0,0.0
27145,19,13056655,13056733,0.0,0.0,0.0,0.0,0.0
27146,19,13056734,13056842,0.0,0.0,0.0,0.0,0.0
27147,19,13067822,13067913,0.0,0.0,0.0,0.0,0.0
27148,19,13067922,13067949,0.0,0.0105,0.0037,0.0,0.0119
27149,19,13094385,13094424,0.0,0.0498,0.0212,0.0171,0.0232
27150,19,13102785,13102885,0.9231,0.0909,0.7949,0.9231,0.7917
27151,19,13106187,13106264,0.0,0.0,0.0,0.0,0.0
27152,19,13106351,13106455,0.0,0.0435,0.0,0.0,0.0124
27153,19,13106462,13106502,0.0,0.2469,0.0741,0.0404,0.1407
27154,19,13106566,13106598,0.0046,0.01,0.0072,0.0039,0.0033
27155,19,13106767,13106873,0.0,0.2857,0.0,0.0,0.0962
27156,19,13106898,13107020,0.0,0.1096,0.0,0.0,0.0484
27157,19,13107053,13107187,0.0,0.0066,0.0,0.0,0.0075
27158,19,13107188,13107219,0.0833,0.0556,0.0694,0.0873,0.0533
27159,19,13107389,13107457,0.0211,0.0414,0.0308,0.0364,0.0522
27160,19,13112248,13112303,0.9,0.5167,0.8636,0.8923,0.8222
27161,19,13121071,13121196,0.05,0.0303,0.06,0.0429,0.0698
27162,19,13121197,13121275,0.2457,0.0067,0.2222,0.2527,0.1684
27163,19,13122879,13122977,0.2185,0.263,0.2147,0.2227,0.2471
27164,19,13122978,13123071,0.0592,0.1167,0.0774,0.0536,0.1062
27165,19,13135333,13135409,0.0,0.0,0.0,0.0,0.0
27166,19,13198700,13198830,0.9394,0.2182,0.9636,0.9545,0.303
27167,19,13207432,13207524,0.0088,0.1846,0.0444,0.0238,0.0952
27168,19,13207525,13207609,0.0612,0.274,0.0827,0.0804,0.0827
27169,19,13208859,13208930,0.011,0.1905,0.1508,0.1099,0.1818
27170,19,13209706,13209752,0.0657,0.3648,0.142,0.0985,0.1839
27171,19,13210107,13210178,0.0286,0.2857,0.13,0.0737,0.2421
27172,19,13210214,13210257,0.004,0.4417,0.1857,0.0458,0.2743
27173,19,13210425,13210502,0.0,0.2182,0.0,0.0,0.1364
27174,19,13229248,13229290,0.0054,0.0038,0.0064,0.0056,0.0
27175,19,13229395,13229531,0.0,0.0,0.0103,0.0204,0.0
27176,19,13260805,13260870,0.0167,0.0,0.0143,0.0222,0.0133
27177,19,13263068,13263166,0.012,0.0,0.0068,0.01,0.006
27178,19,13264185,13264277,0.0108,0.0,0.0054,0.0054,0.0
27179,19,13264491,13264548,0.0,0.0,0.0,0.0,0.0
27180,19,13264549,13264622,0.0,0.0036,0.0,0.0,0.0
27181,19,13264692,13264805,0.0,0.0119,0.0,0.0,0.0143
27182,19,13266947,13266995,0.0,0.1167,0.0195,0.0096,0.0394
27183,19,13273976,13274060,0.0091,0.0,0.0091,0.0083,0.0091
27184,19,13318025,13318101,0.9337,0.0216,0.6816,0.9048,0.4402
27185,19,13318303,13318353,0.9588,0.8399,0.9206,0.9519,0.8846
27186,19,13318597,13318652,0.08,0.0074,0.05,0.0571,0.0235
27187,19,13319574,13319639,0.6667,0.0329,0.4514,0.625,0.3571
27188,19,13319651,13319747,0.4286,0.0238,0.2292,0.3214,0.1667
27189,19,13409430,13409486,0.4044,0.0184,0.2083,0.2014,0.1058
27190,19,13409496,13409539,0.175,0.3506,0.25,0.2754,0.2885
27191,19,13409554,13409642,0.1852,0.0576,0.1611,0.1575,0.1133
27192,19,13409730,13409768,0.3308,0.014,0.2386,0.292,0.1679
27193,19,13409769,13409840,0.3551,0.023,0.2694,0.3407,0.2355
27194,19,13409841,13409930,0.4963,0.0284,0.298,0.4041,0.2032
27195,19,13409985,13410049,0.7703,0.0899,0.6,0.6985,0.5038
27196,19,13617060,13617129,0.0096,0.0,0.011,0.011,0.0
27197,19,13617130,13617241,0.0476,0.0071,0.0714,0.0519,0.0571
27198,19,13813400,13813494,0.0833,0.6042,0.3125,0.3125,0.5337
27199,19,13813495,13813548,0.2471,0.6022,0.3462,0.3143,0.4514
27200,19,13858673,13858731,0.0,0.0114,0.0,0.0,0.0
27201,19,13858843,13858896,0.0,0.0,0.0,0.0,0.0
27202,19,13873471,13873601,0.9,0.9875,0.9571,0.95,0.9778
27203,19,13875622,13875697,0.0,0.0079,0.0052,0.0,0.005
27204,19,13875761,13875819,0.0,0.0149,0.0,0.0,0.006
27205,19,13875820,13875876,0.0,0.0141,0.0105,0.0,0.0112
27206,19,13875877,13875915,0.0,0.0146,0.0,0.0,0.0056
27207,19,13885609,13885701,0.0,0.0133,0.0133,0.0,0.0154
27208,19,13906335,13906388,0.0,0.0026,0.0,0.0,0.0
27209,19,13906389,13906438,0.0,0.0,0.0,0.0,0.0
27210,19,13906490,13906524,0.0,0.0,0.0,0.0,0.0
27211,19,13910552,13910668,0.9286,0.9684,0.9375,0.9394,0.9398
27212,19,13941285,13941351,1.0,0.8939,0.9583,0.9792,0.9365
27213,19,13941352,13941468,0.9778,0.9506,0.9794,0.9712,0.9714
27214,19,13941469,13941566,0.9955,0.9825,0.9937,0.9944,0.9844
27215,19,13941619,13941741,0.9583,0.9739,0.95,0.9554,0.9518
27216,19,13944649,13944715,0.0054,0.013,0.0086,0.005,0.0074
27217,19,13953344,13953404,0.0,0.0074,0.0,0.0,0.0
27218,19,13953405,13953473,0.004,0.0,0.004,0.0042,0.006
27219,19,13953474,13953519,0.0,0.0,0.0,0.0,0.0
27220,19,13953520,13953552,0.0,0.0087,0.0042,0.0,0.0068
27221,19,13958672,13958728,0.0,0.0,0.0,0.0,0.0
27222,19,13961291,13961376,0.0303,0.9574,0.4818,0.2335,0.6353
27223,19,13961383,13961441,0.0,0.9867,0.69,0.5714,0.9909
27224,19,13961442,13961472,0.0087,0.9244,0.4483,0.1455,0.6056
27225,19,13975790,13975873,0.0346,0.0165,0.0087,0.0182,0.0096
27226,19,13975920,13975975,0.0,0.0156,0.0,0.0,0.0096
27227,19,13976144,13976186,0.003,0.0054,0.0027,0.0028,0.003
27228,19,13976275,13976372,0.0,0.0,0.0,0.0,0.0
27229,19,13976659,13976739,0.0,0.0,0.0,0.0,0.0
27230,19,13976740,13976768,0.0,0.0,0.0,0.0,0.0
27231,19,13988235,13988320,0.8876,0.8571,0.8913,0.8826,0.8707
27232,19,14016735,14016811,0.04,0.313,0.2667,0.1375,0.3059
27233,19,14017058,14017191,0.0,0.0,0.0,0.0,0.0
27234,19,14044066,14044157,0.9286,0.8286,0.8944,0.8896,0.8651
27235,19,14063231,14063291,0.037,0.0,0.037,0.0339,0.0156
27236,19,14063393,14063470,0.0,0.0,0.0,0.0,0.0
27237,19,14072828,14072891,0.962,0.9826,0.9607,0.9657,0.9738
27238,19,14073585,14073697,0.9909,0.9645,0.9752,0.9915,0.982
27239,19,14074216,14074323,0.95,0.9692,0.9455,0.94,0.9273
27240,19,14074324,14074398,0.9735,0.9964,0.9862,0.9841,0.9846
27241,19,14082742,14082836,0.89,1.0,0.9158,0.9048,0.9714
27242,19,14089653,14089741,0.0,0.7692,0.25,0.2105,0.5083
27243,19,14089742,14089811,0.0051,0.4935,0.1273,0.0588,0.3232
27244,19,14089963,14090011,0.3318,0.5985,0.4877,0.3756,0.4627
27245,19,14116666,14116721,0.0,0.0069,0.0,0.0,0.0041
27246,19,14116722,14116759,0.0,0.0,0.0,0.0,0.0
27247,19,14116897,14117003,0.0,0.0096,0.0,0.0,0.0056
27248,19,14117850,14117888,0.0222,0.0,0.018,0.0202,0.0128
27249,19,14139092,14139166,0.9143,0.7391,0.8775,0.9,0.8186
27250,19,14142504,14142566,0.0,0.0,0.0,0.0,0.0
27251,19,14142567,14142644,0.0,0.0041,0.0,0.0,0.0
27252,19,14142811,14142912,0.0,0.0,0.0,0.0,0.0
27253,19,14168203,14168259,0.0221,0.0,0.0114,0.0208,0.0074
27254,19,14181456,14181575,0.96,0.9701,0.9516,0.9733,0.9839
27255,19,14183191,14183279,0.0,0.0,0.0,0.0,0.0
27256,19,14184108,14184181,0.0,0.0152,0.0,0.0,0.0
27257,19,14184201,14184242,0.0,0.0,0.0,0.0,0.0
27258,19,14184344,14184388,0.0,0.0,0.0,0.0,0.0
27259,19,14196448,14196517,0.821,0.8703,0.8512,0.8333,0.8448
27260,19,14199510,14199589,0.9841,0.9646,0.9877,0.9815,0.9821
27261,19,14200431,14200520,0.0268,0.0168,0.0,0.0,0.0408
27262,19,14200521,14200584,0.0,0.0077,0.0027,0.0025,0.0054
27263,19,14200585,14200626,0.0,0.0048,0.0,0.0,0.0
27264,19,14200641,14200757,0.0,0.0,0.0,0.0,0.0
27265,19,14200758,14200823,0.0,0.0026,0.0,0.0,0.0
27266,19,14200846,14200896,0.0,0.0,0.0,0.0,0.0
27267,19,14200925,14200981,0.0,0.0038,0.0048,0.0,0.0046
27268,19,14200982,14201034,0.0333,0.0,0.0167,0.0278,0.0117
27269,19,14201086,14201202,0.0068,0.0,0.0,0.0054,0.0
27270,19,14201248,14201296,0.0,0.0253,0.0,0.0,0.0
27271,19,14201583,14201627,0.0,0.0,0.0,0.0,0.0
27272,19,14201779,14201833,0.0,0.0,0.0,0.0,0.0
27273,19,14201884,14201968,0.0,0.0,0.0,0.0,0.0
27274,19,14202052,14202129,0.0,0.0,0.0,0.0,0.0
27275,19,14202262,14202362,0.0,0.0,0.0,0.0,0.0
27276,19,14228303,14228374,0.0,0.0071,0.0,0.0,0.004
27277,19,14228387,14228419,0.0,0.0039,0.0,0.0,0.0037
27278,19,14228429,14228538,0.0,0.0,0.0,0.0,0.0
27279,19,14228784,14228822,0.0,0.0,0.0,0.0,0.0
27280,19,14229074,14229116,0.0143,0.0188,0.0105,0.0125,0.0
27281,19,14247125,14247200,0.0,0.0,0.0,0.0,0.0
27282,19,14247201,14247334,0.0,0.0,0.0,0.0,0.0
27283,19,14261992,14262066,0.95,0.9922,0.9894,0.9606,0.9748
27284,19,14270941,14271053,0.9429,0.9286,0.9524,0.949,0.9333
27285,19,14288369,14288472,0.987,0.9524,0.9759,1.0,0.9545
27286,19,14294326,14294423,0.9859,0.8202,0.8571,0.9344,0.7973
27287,19,14316333,14316418,0.0,0.0,0.0,0.0,0.0
27288,19,14317178,14317267,0.0085,0.0108,0.0085,0.011,0.0116
27289,19,14376720,14376809,0.4603,0.0253,0.3241,0.4167,0.2341
27290,19,14388656,14388766,0.9703,0.436,0.6838,0.9118,0.5616
27291,19,14405580,14405647,0.9655,0.9933,0.976,0.963,0.9867
27292,19,14428115,14428172,0.9545,0.0182,0.6636,0.8556,0.3684
27293,19,14444392,14444475,0.0,0.006,0.0,0.0,0.0
27294,19,14520116,14520190,0.9571,0.9333,0.9778,0.9714,0.9818
27295,19,14542909,14542998,0.0571,0.805,0.3233,0.1765,0.587
27296,19,14543855,14543968,0.0,0.0,0.0,0.0,0.0
27297,19,14544006,14544051,0.0,0.0,0.0,0.0,0.0
27298,19,14544147,14544205,0.0042,0.0,0.0077,0.004,0.0045
27299,19,14544264,14544379,0.0,0.0,0.0,0.0,0.0
27300,19,14544399,14544422,0.0,0.0,0.0,0.0,0.0
27301,19,14582455,14582493,0.5778,0.913,0.7111,0.6364,0.8444
27302,19,14582494,14582583,0.9037,0.9714,0.9267,0.9133,0.9286
27303,19,14583397,14583469,0.0233,0.8029,0.3333,0.1895,0.4709
27304,19,14584074,14584175,0.2133,0.9683,0.3651,0.25,0.4583
27305,19,14584818,14584859,0.0952,0.9722,0.4167,0.3333,0.587
27306,19,14606710,14606755,0.0,0.0,0.0,0.0,0.0
27307,19,14606813,14606911,0.0,0.0,0.0,0.0,0.0
27308,19,14628482,14628562,0.0,0.0,0.0,0.0,0.0
27309,19,14628609,14628652,0.0,0.0149,0.0,0.0,0.006
27310,19,14628714,14628821,0.0,0.0,0.0,0.0,0.0
27311,19,14629063,14629202,0.0,0.0,0.0,0.0,0.0
27312,19,14629310,14629348,0.0167,0.0065,0.0152,0.0152,0.0225
27313,19,14641889,14642006,0.9625,0.9538,0.95,0.9625,0.96
27314,19,14664544,14664642,0.8198,0.85,0.8131,0.8045,0.7952
27315,19,14673048,14673096,0.4301,0.8828,0.551,0.4774,0.7094
27316,19,14800857,14800948,0.0,0.0,0.0,0.0,0.0
27317,19,14897248,14897319,0.0238,0.141,0.0588,0.0645,0.093
27318,19,15090332,15090379,0.0051,0.0115,0.0056,0.0062,0.0056
27319,19,15218234,15218289,0.0,0.0211,0.0,0.0,0.0067
27320,19,15218305,15218375,0.0,0.0463,0.0,0.0,0.0062
27321,19,15220640,15220722,0.9506,0.1429,0.7295,0.8544,0.4605
27322,19,15220866,15220928,0.9661,0.0126,0.6793,0.7766,0.4098
27323,19,15224522,15224578,0.8333,0.9498,0.8714,0.825,0.8941
27324,19,15224579,15224653,0.8406,0.9778,0.8884,0.8454,0.9213
27325,19,15226123,15226207,0.9176,0.968,0.9625,0.9167,0.9484
27326,19,15236310,15236389,0.0,0.0,0.0,0.0,0.0
27327,19,15236583,15236619,0.0,0.0061,0.0129,0.0,0.0121
27328,19,15271773,15271865,0.9412,0.957,0.9417,0.949,0.9444
27329,19,15285100,15285207,1.0,1.0,1.0,1.0,1.0
27330,19,15288634,15288742,0.0,0.0,0.0,0.0,0.0
27331,19,15289895,15290029,1.0,0.95,1.0,1.0,0.9833
27332,19,15292485,15292537,0.9483,0.9457,0.9742,0.95,0.9667
27333,19,15306620,15306660,0.015,0.0099,0.0068,0.006,0.0
27334,19,15307007,15307096,0.3241,0.3611,0.2991,0.303,0.287
27335,19,15310988,15311057,0.0042,0.0,0.0,0.0043,0.0051
27336,19,15311609,15311707,0.0031,0.0075,0.0,0.0,0.0042
27337,19,15311773,15311815,0.0222,0.0,0.0175,0.019,0.0159
27338,19,15311816,15311856,0.01,0.0067,0.01,0.0105,0.0083
27339,19,15311898,15311989,0.0163,0.0278,0.0086,0.0083,0.0048
27340,19,15334352,15334420,0.0,0.0,0.0,0.0,0.0
27341,19,15344132,15344261,0.0083,0.9636,0.1111,0.1091,0.4444
27342,19,15350522,15350656,1.0,0.95,0.9905,1.0,0.9811
27343,19,15442556,15442602,0.0,0.0,0.0,0.0,0.0
27344,19,15442603,15442636,0.0,0.0,0.0,0.0,0.0
27345,19,15442775,15442815,0.0141,0.0108,0.0051,0.0118,0.0112
27346,19,15442831,15442904,0.0,0.0,0.0,0.0,0.0
27347,19,15442957,15443004,0.0,0.0,0.0,0.0,0.0
27348,19,15443131,15443181,0.0,0.0,0.0,0.0,0.0
27349,19,15443182,15443238,0.0,0.0109,0.0033,0.0,0.0065
27350,19,15489931,15489970,0.0129,0.0,0.0111,0.0121,0.0049
27351,19,15489971,15490090,0.0222,0.0,0.0182,0.0222,0.0077
27352,19,15490343,15490399,0.0,0.0,0.0,0.0,0.0
27353,19,15509372,15509446,0.943,0.9585,0.9308,0.9375,0.9514
27354,19,15512048,15512153,0.9444,0.9625,0.9579,0.95,0.9524
27355,19,15535616,15535689,0.9474,0.9882,0.9527,0.9485,0.969
27356,19,15538966,15539044,0.969,0.9444,0.9758,0.9746,0.9621
27357,19,15543390,15543435,0.0074,0.0024,0.0066,0.0069,0.0028
27358,19,15543436,15543523,0.0,0.0,0.0,0.0,0.0
27359,19,15560174,15560278,0.0,0.0267,0.0,0.0,0.0222
27360,19,15560279,15560348,0.011,0.0055,0.0057,0.011,0.0048
27361,19,15560378,15560468,0.0125,0.0179,0.0104,0.0104,0.0208
27362,19,15560637,15560697,0.0078,0.0,0.0064,0.0069,0.0057
27363,19,15560792,15560850,0.0125,0.0046,0.0059,0.0062,0.0057
27364,19,15564036,15564119,0.98,0.0,1.0,1.0,1.0
27365,19,15568077,15568109,0.9167,0.5797,0.875,0.8846,0.76
27366,19,15568339,15568408,0.9402,0.2667,0.7447,0.8723,0.5987
27367,19,15568409,15568447,0.8511,0.2882,0.7361,0.8082,0.6852
27368,19,15568501,15568560,0.9609,0.3087,0.6413,0.766,0.5153
27369,19,15580490,15580552,0.0467,0.5476,0.1818,0.125,0.3611
27370,19,15580553,15580656,0.0196,0.119,0.0506,0.0196,0.0753
27371,19,15619296,15619354,0.0,0.006,0.0,0.0,0.0
27372,19,15651313,15651381,0.9451,0.0166,0.6032,0.8286,0.4127
27373,19,15695367,15695449,0.0762,0.1111,0.1354,0.1146,0.0818
27374,19,15947438,15947554,0.0,0.0125,0.0,0.0,0.0095
27375,19,16187318,16187380,0.0115,0.0,0.013,0.013,0.0062
27376,19,16187518,16187571,0.0,0.0,0.0,0.0,0.0
27377,19,16187572,16187731,0.0,0.0278,0.013,0.0152,0.0114
27378,19,16187795,16187846,0.0182,0.0,0.0087,0.02,0.01
27379,19,16243188,16243230,0.9667,0.9654,0.9676,0.9706,0.9762
27380,19,16296539,16296615,0.0,0.0,0.0,0.0,0.0
27381,19,16435403,16435443,0.0104,0.0076,0.0104,0.0111,0.0079
27382,19,16435552,16435583,0.0,0.0219,0.0062,0.0,0.0078
27383,19,16435584,16435624,0.0079,0.0066,0.0099,0.006,0.0043
27384,19,16436136,16436184,0.0882,0.2952,0.1762,0.136,0.2045
27385,19,16436185,16436301,0.0395,0.1042,0.044,0.0395,0.0696
27386,19,16436302,16436364,0.0598,0.1658,0.0886,0.0571,0.1486
27387,19,16436365,16436408,0.0068,0.0143,0.0238,0.0143,0.0197
27388,19,16436440,16436511,0.0134,0.1974,0.1056,0.0317,0.1184
27389,19,16436512,16436565,0.0,0.1818,0.0556,0.0458,0.1014
27390,19,16437844,16437891,0.6903,0.0217,0.5948,0.6119,0.3064
27391,19,16482437,16482499,0.1053,0.9806,0.4105,0.2222,0.5
27392,19,16582468,16582514,0.0048,0.0029,0.0031,0.0039,0.0
27393,19,16582515,16582557,0.0,0.013,0.0,0.0,0.0065
27394,19,16582558,16582691,0.0,0.0,0.0,0.0,0.0
27395,19,16636226,16636382,1.0,0.9483,1.0,1.0,0.9583
27396,19,16641674,16641737,0.9636,0.9573,0.9866,0.9733,0.9776
27397,19,16641738,16641810,0.9464,0.9844,0.9554,0.9511,0.9718
27398,19,16646353,16646424,0.8298,1.0,0.8833,0.8298,0.9667
27399,19,16652943,16653013,0.0,0.0,0.0,0.0,0.0
27400,19,16653014,16653084,0.0,0.0109,0.0,0.0,0.0
27401,19,16653509,16653573,0.0,0.0028,0.0,0.0,0.0
27402,19,16653574,16653664,0.0,0.02,0.0,0.0,0.0185
27403,19,16682673,16682719,0.0145,0.0053,0.008,0.0145,0.012
27404,19,16683131,16683221,0.0,0.0,0.0,0.0,0.0
27405,19,16686835,16686957,0.9565,0.9792,0.9375,0.9474,0.9444
27406,19,16738350,16738501,0.0,0.0145,0.0,0.0,0.0
27407,19,16738527,16738602,0.0,0.0,0.0,0.0,0.0
27408,19,16738638,16738713,0.0,0.0,0.0,0.0,0.0
27409,19,16739207,16739312,0.0,0.0,0.0,0.0,0.0
27410,19,16739383,16739497,0.0,0.0111,0.0,0.0,0.0
27411,19,16771958,16771986,0.0,0.0058,0.0052,0.0,0.0081
27412,19,16940286,16940343,0.0039,0.0,0.003,0.0033,0.0
27413,19,16976320,16976398,0.9801,0.9746,0.9779,0.9814,0.9773
