,chr,start,end,healthy1-V,healthy2-V,healthy3-V,nbl1-V,nbl2-V,nbl3-V
3143,chr1,3155378,3155452,0.977273,0.990741,0.958333,0.768642,0.684524,0.291667
3144,chr1,3157116,3157159,0.933962,0.929487,0.880952,0.636792,0.677083,0.577778
3145,chr1,3157510,3157644,0.528571,0.76,0.9125,0.71875,0.415789,0.18
3146,chr1,3157837,3157903,0.902778,0.938776,0.891892,0.815094,0.414141,0.694444
3147,chr1,3157904,3157987,0.896552,0.837209,0.894737,0.0736196,0.0833333,0.0
3148,chr1,3158029,3158121,0.924138,0.94898,0.888889,0.684887,0.288889,0.64
3149,chr1,3158122,3158167,1.0,0.966102,0.904762,0.938889,0.52381,0.52381
3150,chr1,3158168,3158290,0.833333,0.961165,1.0,0.63,0.431373,0.272727
3151,chr1,3159645,3159789,1.0,1.0,0.854167,0.38961,0.175,0.0625
3152,chr1,3160132,3160226,0.934211,0.973684,0.8,0.275862,0.433333,0.3
3153,chr1,3164349,3164483,0.0,0.0892857,0.0,0.0833333,0.0897436,0.0
3154,chr1,3164484,3164546,0.09375,0.0151515,0.0238095,0.0263158,0.0208333,0.0277778
3155,chr1,3164547,3164574,0.08,0.0119048,0.407407,0.031746,0.0,0.0952381
3156,chr1,3164788,3164854,0.0819672,0.151515,0.272727,0.0,0.0,0.0
3157,chr1,3166057,3166227,0.5,1.0,1.0,1.0,0.5,0.0
3158,chr1,3168807,3168912,0.833333,0.933333,0.969231,0.333333,0.212121,0.25
3159,chr1,3175337,3175376,0.9163,0.969512,0.965517,0.732558,0.25,0.0
3160,chr1,3175752,3175812,0.898734,0.758065,0.965116,0.149351,0.0560748,0.102564
3161,chr1,3179762,3179811,0.829268,0.924528,0.94,0.309859,0.12069,0.0357143
3162,chr1,3179812,3179846,0.891892,0.948276,0.936508,0.298893,0.132075,0.0731707
3163,chr1,3181143,3181194,0.822917,0.857143,0.884058,0.105991,0.0333333,0.0222222
3164,chr1,3182899,3182937,0.961326,0.981818,0.981013,0.867857,0.678392,0.647059
3165,chr1,3183431,3183536,0.857143,0.977778,0.923077,0.591549,0.567568,0.833333
3166,chr1,3184620,3184764,1.0,0.833333,0.9,0.105263,0.0897436,0.395833
3167,chr1,3184991,3185041,1.0,1.0,0.955556,0.363636,0.15,0.25
3168,chr1,3185824,3185957,0.954545,1.0,1.0,0.204082,0.4,0.0
3169,chr1,3186616,3186708,0.923077,0.977273,1.0,0.305263,0.133333,0.0
3170,chr1,3186709,3186765,1.0,0.984375,0.904762,0.254808,0.174312,0.0714286
3171,chr1,3186919,3187072,1.0,0.928571,1.0,0.435897,0.0,0.0
3172,chr1,3187073,3187269,0.666667,1.0,1.0,0.6875,0.333333,0.166667
3173,chr1,3187629,3187731,0.7,0.942857,0.64,0.448718,0.243243,0.0192308
3174,chr1,3188980,3189056,0.941176,0.767857,0.933333,0.575,0.495652,0.388889
3175,chr1,3189057,3189188,0.95122,0.80198,0.931034,0.0512821,0.0255102,0.0222222
3176,chr1,3189483,3189601,0.846154,0.958333,0.75,0.0,0.09375,0.111111
3177,chr1,3192061,3192193,0.714286,0.8,0.955556,0.149533,0.0645161,0.133333
3178,chr1,3192564,3192601,0.974747,0.916667,0.966667,0.614314,0.527397,0.254902
3179,chr1,3193002,3193077,0.758621,0.619048,1.0,0.075,0.0434783,0.0526316
3180,chr1,3193078,3193117,0.943548,0.936275,0.89881,0.181818,0.161137,0.0178571
3181,chr1,3193787,3193852,1.0,0.948718,1.0,0.384,0.27381,0.0277778
3182,chr1,3193853,3193943,0.972222,0.973214,0.964286,0.693277,0.619565,0.25
3183,chr1,3195176,3195204,0.923913,0.982759,0.97561,0.0727273,0.0,0.166667
3184,chr1,3195704,3195761,0.980392,0.947368,0.909091,0.408602,0.492063,0.0
3185,chr1,3195762,3195842,0.777778,0.925926,0.965517,0.520548,0.364865,0.0
3186,chr1,3195977,3196022,0.877358,0.835294,0.9,0.284229,0.125,0.0769231
3187,chr1,3196023,3196096,0.946667,0.914286,0.823529,0.392857,0.0925926,0.0857143
3188,chr1,3199381,3199426,0.864407,0.855769,0.863636,0.366279,0.257143,0.107143
3189,chr1,3199612,3199704,0.975,0.833333,0.977778,0.68595,0.247619,0.1
3190,chr1,3199705,3199859,1.0,0.875,1.0,0.0416667,0.047619,0.0
3191,chr1,3200376,3200499,0.64,0.644444,0.8,0.0805369,0.0823529,0.0857143
3192,chr1,3200696,3200757,0.0,0.0,0.0606061,0.0147059,0.0444444,0.0666667
3193,chr1,3201424,3201534,1.0,1.0,1.0,0.0357143,0.0238095,0.0
3194,chr1,3201535,3201572,0.959184,0.916667,0.939394,0.243243,0.475,0.227273
3195,chr1,3203820,3203866,0.861328,0.956989,0.835052,0.435345,0.0526316,0.236111
3196,chr1,3204103,3204151,0.759615,0.765766,0.790909,0.278409,0.0178571,0.125
3197,chr1,3204249,3204295,0.836538,0.967391,0.979167,0.839623,0.375,0.666667
3198,chr1,3204393,3204439,0.988889,0.915,0.977273,0.818519,0.04,0.0192308
3199,chr1,3204440,3204494,0.967742,0.96875,0.96875,0.545455,0.138889,0.15
3200,chr1,3204495,3204659,1.0,1.0,1.0,0.75,0.0,0.75
3201,chr1,3206382,3206449,0.96,0.944444,0.888889,0.35514,0.0540541,0.025
3202,chr1,3206705,3206752,0.853448,0.877193,0.96,0.187879,0.0526316,0.0
3203,chr1,3207160,3207207,0.857143,0.934211,0.941176,0.0555556,0.0895522,0.0
3204,chr1,3207208,3207299,1.0,0.863636,1.0,0.37037,0.136364,0.166667
3205,chr1,3207300,3207418,0.875,0.927273,0.9625,0.378947,0.34375,0.097561
3206,chr1,3207419,3207587,1.0,1.0,1.0,0.166667,0.166667,0.0
3207,chr1,3207588,3207628,0.964912,1.0,0.944444,0.731707,0.833333,0.166667
3208,chr1,3208795,3208881,0.906667,0.87037,0.852941,0.0,0.1375,0.0
3209,chr1,3209432,3209534,0.944444,0.913043,0.777778,0.619048,0.444444,0.5
3210,chr1,3209949,3210017,0.925926,0.913043,1.0,0.0,0.0,0.0
3211,chr1,3210430,3210486,0.881481,0.935185,0.82716,0.113139,0.0512821,0.0
3212,chr1,3210487,3210615,1.0,0.666667,1.0,0.733333,0.0666667,0.0
3213,chr1,3212144,3212188,0.964912,0.863636,0.954955,0.602083,0.0512821,0.37037
3214,chr1,3213021,3213070,0.773333,0.77193,0.901961,0.0661765,0.0178571,0.103448
3215,chr1,3221516,3221644,0.7,1.0,1.0,0.407407,0.0,0.142857
3216,chr1,3225109,3225212,0.980769,0.976744,1.0,0.715909,0.475,0.257143
3217,chr1,3225492,3225543,0.946429,1.0,0.972222,0.436364,0.472222,0.111111
3218,chr1,3225933,3225971,0.0,0.777778,0.513514,0.00719424,0.0833333,0.0
3219,chr1,3226839,3226921,0.9,0.9375,1.0,0.38843,0.235294,0.0555556
3220,chr1,3226922,3226959,0.931818,0.989796,0.988372,0.651613,0.385714,0.1
3221,chr1,3226960,3227151,0.8,0.909091,1.0,0.4,0.466667,0.35
3222,chr1,3227632,3227811,1.0,0.8,1.0,0.1,0.08,0.0
3223,chr1,3228499,3228639,1.0,0.722222,0.857143,0.333333,0.612903,0.25
3224,chr1,3228912,3229029,1.0,0.960526,1.0,0.303571,0.607143,0.107143
3225,chr1,3229030,3229113,1.0,0.944444,0.916667,0.5,0.636364,0.25
3226,chr1,3229170,3229217,0.94697,0.955556,0.947368,0.863636,0.544118,0.0
3227,chr1,3229914,3229949,0.0277778,0.0416667,0.0555556,0.0192308,0.473684,0.0
3228,chr1,3229950,3230016,0.0333333,0.0,0.0227273,0.0,0.0851064,0.0
3229,chr1,3230300,3230415,0.518519,0.294118,0.380952,0.0833333,0.111111,0.0555556
3230,chr1,3232321,3232408,0.666667,0.763158,0.96875,0.6,0.28125,0.0
3231,chr1,3234034,3234157,0.916667,0.939394,0.833333,0.574074,0.685185,0.0
3232,chr1,3234186,3234275,0.9,1.0,0.938462,0.816279,0.465649,0.38
3233,chr1,3234613,3234665,0.988095,0.958333,1.0,0.902778,0.656863,0.676923
3234,chr1,3237056,3237140,0.307692,0.6875,0.142857,0.0666667,0.0909091,0.111111
3235,chr1,3238926,3239044,0.05,0.285714,0.15,0.0,0.352941,0.285714
3236,chr1,3239496,3239581,1.0,0.791667,0.857143,0.658228,0.5,0.25
3237,chr1,3240082,3240233,0.5,0.166667,0.0,0.242424,0.270833,0.0857143
3238,chr1,3244589,3244687,0.69697,0.719298,0.653061,0.578947,0.644444,0.0833333
3239,chr1,3248160,3248287,1.0,1.0,0.846154,0.290323,0.366667,0.2
3240,chr1,3248288,3248399,0.8125,0.854167,0.944444,0.482143,0.634146,0.458333
3241,chr1,3248400,3248433,0.909091,0.813559,0.887324,0.204969,0.5,0.08
3242,chr1,3251914,3252002,1.0,0.77193,0.88,0.416667,0.230769,0.0
3243,chr1,3255091,3255186,0.0,0.333333,0.181818,0.923077,0.55,0.230769
3244,chr1,3260290,3260363,0.9,0.95122,0.924528,0.769231,0.775,0.5
3245,chr1,3263259,3263384,1.0,1.0,1.0,0.564516,0.333333,0.0
3246,chr1,3263385,3263452,0.979592,1.0,0.942857,0.897959,0.821429,0.25
3247,chr1,3263453,3263580,1.0,1.0,1.0,0.555556,0.619048,0.222222
3248,chr1,3263581,3263668,1.0,0.884615,0.75,0.277778,0.0967742,0.0555556
3249,chr1,3265528,3265613,1.0,1.0,0.823529,0.192308,0.375,0.0
3250,chr1,3266127,3266195,0.944444,0.9,0.983871,0.25641,0.536585,0.0277778
3251,chr1,3266196,3266269,0.926829,0.947368,0.823529,0.62766,0.264706,0.166667
3252,chr1,3267082,3267184,0.2,0.761905,0.333333,0.0,0.0,0.0
3253,chr1,3267185,3267275,0.75,0.571429,0.5,0.0,0.0,0.0
3254,chr1,3269408,3269547,0.833333,0.75,0.68,0.25,0.558824,0.0
3255,chr1,3271605,3271737,0.6,0.833333,0.952381,0.47619,0.539683,0.111111
3256,chr1,3271738,3271834,0.777778,1.0,0.866667,0.0909091,0.541667,0.0
3257,chr1,3273368,3273440,0.928571,1.0,0.86,0.176,0.178571,0.0714286
3258,chr1,3273461,3273491,0.85,0.939394,0.916667,0.482574,0.41791,0.0
3259,chr1,3274165,3274261,0.333333,0.566667,0.388889,0.737179,0.787037,0.591549
3260,chr1,3274672,3274814,1.0,0.333333,0.0,0.0,0.0,0.0
3261,chr1,3275134,3275243,1.0,0.87931,0.862069,0.5,0.75,0.222222
3262,chr1,3275381,3275485,0.941176,0.921053,0.891304,0.3,0.5,0.0714286
3263,chr1,3277000,3277063,0.910448,0.911765,0.896552,0.603774,0.635417,0.538462
3264,chr1,3278635,3278798,0.8,1.0,0.5,0.0,0.5,0.0
3265,chr1,3279947,3280017,0.982759,0.955224,0.966102,0.0482759,0.0526316,0.0
3266,chr1,3281047,3281131,0.859375,0.744186,0.985294,0.268041,0.15625,0.0625
3267,chr1,3281132,3281229,0.666667,0.210526,0.0,0.0,0.0,0.2
3268,chr1,3281230,3281320,0.84127,0.48,0.5,0.156863,0.69697,0.0416667
3269,chr1,3282727,3282756,1.0,1.0,0.785714,1.0,0.8,0.0
3270,chr1,3282757,3282869,0.7,0.727273,0.894737,0.659091,0.735294,0.3
3271,chr1,3282870,3282990,1.0,0.47619,0.634921,0.752174,0.790476,0.22449
3272,chr1,3282991,3283072,0.964912,0.876712,0.916667,0.746622,0.702128,0.0
3273,chr1,3283464,3283530,0.843137,0.673759,0.589744,0.266667,0.370968,0.0
3274,chr1,3283603,3283688,0.861111,0.75,0.875,0.08,0.0,0.0
3275,chr1,3283689,3283756,1.0,0.942308,0.921053,0.04,0.189655,0.0
3276,chr1,3286040,3286161,1.0,0.9375,0.923077,0.375,0.208333,0.125
3277,chr1,3289745,3289797,0.885714,0.910714,0.973684,0.608434,0.581081,0.0769231
3278,chr1,3290694,3290728,0.95,0.976562,0.9625,0.931034,0.742857,0.275
3279,chr1,3291073,3291200,0.666667,0.727273,1.0,0.432836,0.183333,0.111111
3280,chr1,3291201,3291387,1.0,1.0,1.0,0.5,0.0909091,0.0
3281,chr1,3291388,3291520,0.0,1.0,1.0,0.191489,0.252427,0.0
3282,chr1,3292525,3292644,1.0,0.333333,0.428571,0.36036,0.0625,0.0
3283,chr1,3294318,3294411,0.916667,0.791304,0.9375,0.136752,0.115942,0.0
3284,chr1,3300092,3300248,1.0,1.0,1.0,0.279412,0.0,0.228571
3285,chr1,3301446,3301532,1.0,0.916667,1.0,0.03125,0.0833333,0.0909091
3286,chr1,3301533,3301575,0.980769,1.0,0.952381,0.0261438,0.0285714,0.0
3287,chr1,3302283,3302323,0.955882,0.980392,0.888889,0.0344828,0.0833333,0.157895
3288,chr1,3302664,3302715,0.973333,0.904545,0.838889,0.174625,0.35,0.0666667
3289,chr1,3304122,3304216,0.968254,1.0,0.857143,0.585714,0.0555556,0.0
3290,chr1,3305564,3305690,1.0,1.0,1.0,0.0,0.0,0.0
3291,chr1,3305758,3305851,0.952381,1.0,0.923077,0.447917,0.1,0.111111
3292,chr1,3306087,3306172,0.827586,0.84375,0.8,0.0752688,0.0,0.0
3293,chr1,3307070,3307143,0.935484,0.963636,0.95,0.852732,0.265487,0.0
3294,chr1,3307144,3307260,1.0,0.948052,0.971429,0.902439,0.103448,0.176471
3295,chr1,3308263,3308364,1.0,0.959596,1.0,0.0574713,0.0555556,0.0833333
3296,chr1,3308521,3308599,0.85,0.875,0.954545,0.0520833,0.0735294,0.0681818
3297,chr1,3308600,3308704,1.0,1.0,1.0,0.0,0.1,0.333333
3298,chr1,3309756,3309863,0.475,0.25,0.481481,0.75,0.368421,0.1
3299,chr1,3310133,3310158,0.0361446,0.0144928,0.0,0.15493,0.0625,0.0
3300,chr1,3310213,3310267,0.0,0.0,0.0,0.0288462,0.107143,0.0
3301,chr1,3310268,3310334,0.0,0.0,0.0,0.0126582,0.0695652,0.025
3302,chr1,3310546,3310597,0.003367,0.00557103,0.0,0.0932836,0.0714286,0.185185
3303,chr1,3310806,3310867,0.0217391,0.0,0.0555556,0.00719424,0.05,0.0
3304,chr1,3311191,3311227,0.0,0.0,0.9,0.0327869,0.0833333,0.0
3305,chr1,3311228,3311301,0.893333,0.907407,0.909091,0.292929,0.047619,0.166667
3306,chr1,3312043,3312167,1.0,1.0,1.0,0.333333,0.8,0.0
3307,chr1,3313147,3313177,0.857143,0.95,0.888889,0.0,0.0,0.0
3308,chr1,3313178,3313210,0.807692,0.836066,0.907407,0.0566667,0.0434783,0.0
3309,chr1,3314061,3314112,0.935484,0.942197,0.992754,0.0686275,0.0238095,0.0
3310,chr1,3314113,3314212,1.0,0.96,0.956044,0.350427,0.430894,0.25
3311,chr1,3318841,3319017,0.0,0.4,0.0,0.0,0.0,0.0
3312,chr1,3319018,3319087,0.789474,0.767857,0.604167,0.0350877,0.0454545,0.0384615
3313,chr1,3321025,3321085,0.958333,0.977273,0.958333,0.290698,0.272727,0.0833333
3314,chr1,3321086,3321132,0.771429,0.727273,0.913043,0.0797546,0.0588235,0.0
3315,chr1,3321133,3321250,0.909091,0.923077,0.871795,0.518519,0.384615,0.357143
3316,chr1,3321714,3321855,1.0,0.888889,1.0,0.875,0.5,0.25
3317,chr1,3321856,3321918,0.90566,0.940594,0.975,0.376543,0.336735,0.0
3318,chr1,3321919,3321981,0.782609,0.741935,0.892857,0.025,0.0,0.125
3319,chr1,3321982,3322162,1.0,0.777778,1.0,0.62069,0.333333,0.142857
3320,chr1,3322163,3322245,0.909091,0.888889,1.0,0.580645,0.297297,0.037037
3321,chr1,3322246,3322380,1.0,0.958333,0.979167,0.455556,0.261905,0.03125
3322,chr1,3323625,3323776,0.5,0.857143,0.928571,0.470588,0.416667,0.0
3323,chr1,3323931,3324004,0.8,0.935484,0.941176,0.194444,0.428571,0.0
3324,chr1,3325074,3325253,0.176471,1.0,0.458333,0.625,0.866667,0.0487805
3325,chr1,3325254,3325303,0.972028,0.970588,0.971429,0.885305,0.831579,0.728814
3326,chr1,3325304,3325353,0.972222,0.95122,1.0,0.827014,0.59596,0.53125
3327,chr1,3325575,3325612,0.971698,0.95082,0.861111,0.411765,0.35,0.466667
3328,chr1,3326841,3326880,0.545455,0.333333,0.785714,0.030303,0.0754717,0.0952381
3329,chr1,3326881,3326932,0.846154,0.722222,0.809524,0.00854701,0.0,0.0
3330,chr1,3326933,3327031,1.0,0.4,0.714286,0.0,0.0526316,0.0
3331,chr1,3327108,3327177,1.0,1.0,0.944444,0.0188679,0.037037,0.1
3332,chr1,3327903,3327991,0.916667,1.0,0.791667,0.333333,0.0,0.0
3333,chr1,3327992,3328084,0.927273,0.95,0.9,0.0,0.0571429,0.2
3334,chr1,3328085,3328118,0.956989,0.934211,0.986111,0.139241,0.0952381,0.0909091
3335,chr1,3328137,3328244,0.974359,0.766667,0.972222,0.366667,0.0350877,0.0
3336,chr1,3328245,3328296,0.947917,0.938776,1.0,0.743719,0.0263158,0.0384615
3337,chr1,3328728,3328827,1.0,0.969543,0.959064,0.116105,0.025641,0.0222222
3338,chr1,3328828,3328878,0.94186,0.989362,0.935484,0.804348,0.0652174,0.119048
3339,chr1,3328879,3329035,0.90625,0.5,0.8,0.12,0.178571,0.0
3340,chr1,3329036,3329151,1.0,0.818182,0.888889,0.293194,0.341667,0.0277778
3341,chr1,3329152,3329188,0.963855,0.961957,0.897436,0.211268,0.05,0.0769231
3342,chr1,3329189,3329265,0.995556,0.968944,0.978947,0.848123,0.461111,0.722222
3343,chr1,3329266,3329291,0.860465,0.95,0.954545,0.173913,0.2,0.0769231
3344,chr1,3330613,3330723,1.0,0.944444,1.0,0.363636,0.6,0.0
3345,chr1,3331967,3332082,0.901961,0.864865,1.0,0.23913,0.277778,0.047619
3346,chr1,3332083,3332193,0.666667,0.908046,0.771429,0.153061,0.126761,0.031746
3347,chr1,3332222,3332339,1.0,1.0,0.802083,0.0419162,0.0380952,0.0
3348,chr1,3332340,3332496,1.0,1.0,1.0,0.0,0.0,0.0
3349,chr1,3334043,3334109,0.935484,1.0,0.894737,0.0,0.0,0.0
3350,chr1,3335831,3335901,0.951389,0.903226,0.938272,0.678571,0.324074,0.0
3351,chr1,3335902,3336046,1.0,0.8,1.0,0.0,0.0,0.0
3352,chr1,3336896,3336963,0.9375,0.913043,1.0,0.0322581,0.0,0.0
3353,chr1,3337426,3337492,0.5,1.0,0.969697,0.257732,0.0,0.111111
3354,chr1,3339922,3340085,0.0,0.0,0.25,0.0625,0.453125,0.0
3355,chr1,3340187,3340269,0.0,0.12,0.472222,0.180328,0.5,0.0
3356,chr1,3341117,3341162,0.56701,0.368421,0.6,0.0328947,0.0238095,0.0714286
3357,chr1,3341390,3341470,0.0,0.0,0.0,0.0,0.0350877,0.0
3358,chr1,3341486,3341539,0.0,0.0,0.0,0.0,0.0,0.0
3359,chr1,3342013,3342089,0.991228,0.987179,0.9375,0.958333,0.671296,0.462963
3360,chr1,3342108,3342199,1.0,0.971429,0.980952,0.491228,0.382488,0.4
3361,chr1,3342200,3342277,0.97619,0.939394,0.9,0.275862,0.789474,0.714286
3362,chr1,3342278,3342402,0.970588,1.0,1.0,0.239044,0.218182,0.0
3363,chr1,3342403,3342490,0.964286,0.813559,0.822581,0.00961538,0.142857,0.0
3364,chr1,3342491,3342627,1.0,1.0,0.833333,0.346939,0.538462,0.0
3365,chr1,3342628,3342826,1.0,1.0,1.0,0.451613,0.5,0.166667
3366,chr1,3344644,3344731,0.904762,0.962963,1.0,0.446154,0.666667,0.375
3367,chr1,3344828,3344875,0.96875,1.0,0.916667,0.222222,1.0,0.333333
3368,chr1,3344876,3344936,0.970588,0.928571,1.0,0.758621,0.666667,0.25
3369,chr1,3344937,3345042,1.0,0.966667,0.893617,0.0909091,0.125,0.153846
3370,chr1,3345043,3345103,0.904762,0.870968,0.968254,0.440678,0.378378,0.16
3371,chr1,3345652,3345715,1.0,0.965517,1.0,0.666667,0.733333,0.0
3372,chr1,3345716,3345885,1.0,0.5,1.0,0.0833333,0.357143,0.0
3373,chr1,3346542,3346655,1.0,0.714286,1.0,0.0,0.375,0.0
3374,chr1,3347168,3347234,0.983871,0.987654,0.988372,0.674419,0.735849,0.642857
3375,chr1,3347955,3348050,0.75,0.75,0.683333,0.375,0.102941,0.0277778
3376,chr1,3348446,3348514,0.95,0.947368,0.878788,0.368421,0.142857,0.0
3377,chr1,3349875,3349981,0.933333,0.925926,1.0,0.025641,0.458333,0.0
3378,chr1,3350396,3350447,0.885714,0.971429,0.85567,0.797821,0.824176,0.285714
3379,chr1,3351460,3351508,0.854167,0.819444,0.767442,0.336022,0.226667,0.0
3380,chr1,3351509,3351541,0.752809,0.757576,0.75,0.749129,0.166667,0.151515
3381,chr1,3351542,3351658,0.785714,0.982759,1.0,0.542169,0.291971,0.0322581
3382,chr1,3357774,3357886,1.0,0.9,0.8,0.697368,0.730159,0.0
3383,chr1,3358672,3358809,1.0,0.833333,0.916667,0.02,0.766667,0.0714286
3384,chr1,3358810,3358856,0.971429,0.928571,0.970588,0.177778,0.638889,0.0
3385,chr1,3370807,3370954,0.166667,0.0,0.0,0.00884956,0.0347826,0.214286
3386,chr1,3371004,3371047,0.00304878,0.00186916,0.0,0.0298077,0.0185185,0.0769231
3387,chr1,3371071,3371122,0.0,0.0,0.0,0.0147059,0.0234375,0.559322
3388,chr1,3371174,3371261,0.0,0.0140845,0.0,0.0457746,0.030303,0.545455
3389,chr1,3371267,3371315,0.0606061,0.0,0.0,0.0234375,0.114286,0.8
3390,chr1,3371316,3371398,0.0213904,0.00485437,0.0,0.113074,0.0294118,0.105263
3391,chr1,3371399,3371430,0.00746269,0.0,0.0,0.0194805,0.0365854,0.0735294
3392,chr1,3371469,3371512,0.0,0.0,0.0,0.028125,0.0365854,0.444444
3393,chr1,3371513,3371552,0.0,0.0,0.0,0.0231788,0.00641026,0.231884
3394,chr1,3371553,3371585,0.0,0.0,0.0,0.00984252,0.0390625,0.0588235
3395,chr1,3371717,3371810,0.0909091,0.0,0.106383,0.210526,0.148148,0.0833333
3396,chr1,3373065,3373166,1.0,0.888889,0.9,0.918919,1.0,0.0
3397,chr1,3373794,3373893,0.986111,0.96875,0.857143,0.923077,1.0,0.133333
3398,chr1,3376518,3376676,0.933333,1.0,0.833333,0.428571,0.866667,0.0
3399,chr1,3377215,3377310,0.979167,0.891892,0.9375,0.884615,0.969697,0.0666667
3400,chr1,3377311,3377381,0.913043,1.0,0.954545,0.924242,0.909091,0.384615
3401,chr1,3377382,3377491,0.8,0.9375,1.0,0.911765,0.892857,0.0434783
3402,chr1,3377492,3377667,0.0,0.8,1.0,1.0,0.833333,0.0
3403,chr1,3378178,3378295,0.88,0.960784,0.909091,0.898917,0.93,0.146667
3404,chr1,3378992,3379106,0.571429,0.785714,1.0,0.916667,1.0,0.5
3405,chr1,3379422,3379537,1.0,1.0,1.0,0.571429,1.0,0.0
3406,chr1,3379747,3379811,0.992308,0.951515,0.941176,0.851948,0.935484,0.0190476
3407,chr1,3379812,3379835,1.0,0.666667,1.0,0.642857,0.333333,0.0
3408,chr1,3379836,3379880,0.92,0.930693,0.963415,0.624352,0.915094,0.0454545
3409,chr1,3379881,3380002,1.0,0.962025,0.964706,0.795455,0.913043,0.0
3410,chr1,3380003,3380070,0.840909,0.64,0.966667,0.407143,0.813953,0.0
3411,chr1,3380071,3380110,0.962963,0.981818,0.97,0.842466,0.957627,0.2
3412,chr1,3380111,3380222,1.0,1.0,0.857143,0.65,0.864865,0.0
3413,chr1,3382158,3382283,1.0,0.75,0.764706,0.4,0.607843,0.0
3414,chr1,3383118,3383263,1.0,1.0,1.0,1.0,0.941176,0.0
3415,chr1,3383866,3383908,0.879518,0.86747,0.984848,0.889535,0.909091,0.037037
3416,chr1,3384257,3384360,0.8125,1.0,0.947368,0.910256,0.980769,0.222222
3417,chr1,3385556,3385654,0.954545,0.954545,1.0,0.885965,0.867188,0.160714
3418,chr1,3385655,3385705,0.979452,0.95122,0.95935,0.922737,0.913043,0.222222
3419,chr1,3385706,3385782,0.875,0.883333,0.95,0.856209,0.892473,0.0
3420,chr1,3385783,3385906,1.0,0.944444,1.0,0.84375,0.916667,0.2
3421,chr1,3388196,3388277,0.6,0.681818,0.75,0.285714,0.8125,0.0
3422,chr1,3388278,3388424,1.0,1.0,1.0,0.0,1.0,0.0
3423,chr1,3390007,3390065,0.954545,0.924242,1.0,0.933333,1.0,0.333333
3424,chr1,3390066,3390112,0.877193,0.772727,0.878788,0.710145,0.846154,0.0588235
3425,chr1,3390113,3390153,0.902439,0.983871,0.938776,0.661538,0.806452,0.0
3426,chr1,3390154,3390286,0.555556,1.0,0.833333,0.974359,0.939394,0.4
3427,chr1,3394380,3394421,0.727273,0.777778,0.807692,0.338428,0.875,0.0238095
3428,chr1,3394463,3394506,0.925926,0.875,0.887097,0.702703,0.935484,0.0
3429,chr1,3394801,3394905,0.85,0.833333,0.75,0.422222,0.888889,0.0
3430,chr1,3395072,3395189,0.793103,0.962963,1.0,0.617647,0.97561,0.830508
3431,chr1,3395236,3395369,0.5,0.777778,0.9,0.8,0.892857,0.6
3432,chr1,3395370,3395494,0.5,0.75,0.571429,0.642857,0.727273,0.0
3433,chr1,3395495,3395601,0.428571,0.619048,0.714286,0.136364,0.866667,0.166667
3434,chr1,3396774,3396848,0.8,0.8,0.851064,0.361991,0.893939,0.0238095
3435,chr1,3396959,3397002,0.724138,0.612903,0.705882,0.174603,0.515152,0.0
3436,chr1,3397003,3397034,0.615385,0.833333,1.0,0.796296,0.947368,0.0
3437,chr1,3397035,3397167,0.555556,1.0,0.851852,0.604317,0.89899,0.0277778
3438,chr1,3397168,3397292,0.0,0.576923,0.583333,0.208333,0.633333,0.0833333
3439,chr1,3397621,3397759,0.25,0.785714,0.75,0.769231,0.971429,0.0
3440,chr1,3397760,3397854,0.583333,0.396825,0.54902,0.133333,0.666667,0.0
3441,chr1,3397855,3397964,0.222222,0.424242,0.435897,0.347826,0.585859,0.0666667
3442,chr1,3399146,3399259,0.0,0.0769231,0.0,0.0909091,0.56,0.0
3443,chr1,3400218,3400358,0.563636,0.4,0.35,0.370968,0.823529,0.236364
3444,chr1,3400412,3400519,0.380952,0.40625,0.358974,0.358974,0.784314,0.333333
3445,chr1,3400697,3400779,0.6,0.654321,0.638889,0.047619,0.787879,0.0833333
3446,chr1,3400780,3400885,1.0,0.791667,1.0,0.647059,0.958333,0.5
3447,chr1,3406382,3406422,0.966102,0.956522,0.916667,0.447917,0.974359,0.111111
3448,chr1,3406423,3406524,1.0,0.914894,1.0,0.568182,0.657895,0.0714286
3449,chr1,3407366,3407510,0.333333,0.9375,1.0,0.0877193,0.2,0.176471
3450,chr1,3407933,3407972,0.0,0.0,0.0,0.0,0.0,0.0
3451,chr1,3409049,3409098,0.952381,0.978723,0.963636,0.947368,0.675676,0.25
3452,chr1,3409099,3409207,1.0,0.962963,0.944444,0.646341,0.634146,0.347826
3453,chr1,3410587,3410699,0.913793,0.972222,0.863636,0.538462,0.808511,0.0
3454,chr1,3412502,3412586,0.542056,0.372881,0.257576,0.833803,0.949045,0.25
3455,chr1,3412587,3412632,0.148148,0.121212,0.25,0.623457,0.809524,0.0769231
3456,chr1,3413476,3413599,0.923077,0.976744,0.918919,0.795349,0.975,0.08
3457,chr1,3413630,3413671,1.0,0.96,0.928571,0.987539,1.0,0.533333
3458,chr1,3413994,3414084,1.0,0.863636,0.9,0.739837,0.916667,0.0833333
3459,chr1,3414134,3414256,0.631579,0.84,0.933333,0.560976,0.962963,0.1
3460,chr1,3414458,3414543,1.0,0.888889,1.0,0.609756,0.933333,0.0
3461,chr1,3414847,3414961,0.944444,0.857143,0.916667,0.473684,0.714286,0.0833333
3462,chr1,3414962,3415029,0.986111,0.955556,0.980392,0.496094,0.944954,0.225352
