,chr,start,end,healthy_depth,healthy_meth,nbl_depth,nbl_meth
777,19,852311,852377,467.0,189.0,742.0,462.0
784,19,853256,853322,728.0,51.0,815.0,81.0
785,19,853323,853410,599.0,97.0,563.0,185.0
791,19,860805,860850,396.0,1.0,1140.0,45.0
793,19,860911,860958,590.0,11.0,1070.0,69.0
801,19,861882,861941,470.0,162.0,560.0,254.0
803,19,863045,863085,556.0,47.0,1137.0,483.0
804,19,863100,863180,397.0,78.0,1232.0,813.0
805,19,863181,863243,443.0,103.0,1294.0,907.0
810,19,870887,870976,248.0,239.0,827.0,751.0
821,19,875223,875278,330.0,321.0,643.0,624.0
830,19,885985,886025,767.0,750.0,1654.0,1627.0
834,19,892971,893060,196.0,0.0,252.0,17.0
840,19,903490,903538,663.0,596.0,1355.0,536.0
853,19,913053,913103,319.0,0.0,1232.0,24.0
854,19,913125,913187,175.0,0.0,1055.0,24.0
860,19,917262,917328,441.0,1.0,707.0,20.0
863,19,917479,917522,555.0,2.0,1585.0,39.0
864,19,917783,917847,530.0,5.0,2106.0,42.0
871,19,919810,919894,313.0,0.0,819.0,151.0
872,19,920604,920659,415.0,0.0,970.0,21.0
885,19,925804,925892,242.0,1.0,671.0,15.0
886,19,925991,926097,374.0,0.0,753.0,6.0
888,19,926142,926238,210.0,0.0,750.0,16.0
897,19,929515,929597,476.0,440.0,1689.0,1645.0
904,19,933115,933292,243.0,26.0,411.0,142.0
916,19,940993,941086,195.0,36.0,396.0,184.0
918,19,942337,942402,387.0,362.0,818.0,791.0
934,19,948425,948510,390.0,364.0,1263.0,1235.0
954,19,970768,970873,190.0,179.0,395.0,386.0
970,19,990252,990328,329.0,254.0,852.0,684.0
973,19,991333,991411,222.0,220.0,822.0,782.0
975,19,992162,992234,535.0,519.0,1634.0,1586.0
982,19,996165,996244,395.0,278.0,563.0,95.0
987,19,996650,996722,205.0,3.0,259.0,13.0
989,19,1000334,1000367,612.0,5.0,1572.0,85.0
991,19,1000611,1000728,216.0,3.0,977.0,68.0
996,19,1003321,1003393,546.0,503.0,322.0,20.0
997,19,1003394,1003463,469.0,414.0,684.0,71.0
998,19,1003606,1003660,410.0,359.0,1287.0,411.0
1001,19,1007552,1007636,356.0,342.0,1838.0,1784.0
1004,19,1009521,1009584,324.0,281.0,478.0,441.0
1010,19,1010745,1010794,775.0,742.0,2115.0,2042.0
1017,19,1019791,1019859,368.0,285.0,723.0,406.0
1022,19,1020966,1021045,290.0,0.0,1282.0,16.0
1025,19,1021126,1021162,237.0,2.0,388.0,11.0
1028,19,1026540,1026576,366.0,2.0,1421.0,26.0
1030,19,1026721,1026778,415.0,0.0,461.0,14.0
1056,19,1047348,1047385,912.0,805.0,3012.0,2952.0
1064,19,1062178,1062292,371.0,367.0,1228.0,1203.0
1073,19,1066949,1066998,318.0,1.0,1332.0,48.0
1075,19,1067064,1067125,561.0,2.0,1710.0,25.0
1076,19,1067126,1067190,377.0,1.0,844.0,29.0
1081,19,1067530,1067616,252.0,0.0,434.0,20.0
1086,19,1071220,1071312,631.0,579.0,794.0,212.0
1091,19,1071728,1071778,702.0,639.0,784.0,225.0
1104,19,1080388,1080463,310.0,299.0,571.0,455.0
1109,19,1080921,1080982,253.0,240.0,650.0,568.0
1126,19,1104156,1104198,573.0,0.0,845.0,12.0
1128,19,1104471,1104521,579.0,0.0,1682.0,24.0
1129,19,1104522,1104578,392.0,6.0,1086.0,30.0
1130,19,1104594,1104666,210.0,0.0,750.0,7.0
1132,19,1104788,1104859,384.0,0.0,1188.0,19.0
1142,19,1108673,1108730,550.0,520.0,853.0,803.0
1163,19,1122730,1122797,658.0,643.0,481.0,470.0
1203,19,1154047,1154113,276.0,266.0,1446.0,1407.0
1204,19,1154114,1154160,501.0,495.0,1454.0,1422.0
1206,19,1154219,1154304,187.0,183.0,304.0,292.0
1214,19,1158634,1158666,680.0,674.0,2109.0,2062.0
1228,19,1168639,1168751,315.0,303.0,1042.0,1015.0
1237,19,1173329,1173392,585.0,11.0,645.0,9.0
1247,19,1177585,1177642,256.0,106.0,451.0,276.0
1256,19,1194560,1194638,165.0,0.0,198.0,5.0
1261,19,1206004,1206034,310.0,1.0,1180.0,29.0
1262,19,1206035,1206077,672.0,4.0,1504.0,29.0
1263,19,1206078,1206145,636.0,1.0,1276.0,32.0
1265,19,1206179,1206216,779.0,0.0,2044.0,45.0
1266,19,1206217,1206267,410.0,1.0,1695.0,27.0
1268,19,1206323,1206381,655.0,1.0,936.0,19.0
1280,19,1213449,1213539,229.0,171.0,482.0,460.0
1284,19,1220465,1220543,237.0,225.0,904.0,858.0
1285,19,1220544,1220612,798.0,772.0,1740.0,1691.0
1295,19,1226494,1226568,325.0,312.0,494.0,474.0
1305,19,1228676,1228728,1035.0,1017.0,1358.0,1328.0
1306,19,1228751,1228831,556.0,545.0,2452.0,2404.0
1307,19,1228832,1228909,395.0,361.0,1203.0,1175.0
1308,19,1228910,1228948,972.0,938.0,2844.0,2792.0
1309,19,1228959,1228997,760.0,743.0,1292.0,1268.0
1310,19,1228998,1229045,992.0,972.0,2077.0,2036.0
1311,19,1229046,1229138,531.0,522.0,2097.0,2069.0
1313,19,1229184,1229308,192.0,180.0,440.0,429.0
1315,19,1229355,1229392,850.0,831.0,2001.0,1948.0
1316,19,1229393,1229476,1291.0,1262.0,4006.0,3914.0
1317,19,1229542,1229603,1691.0,1633.0,2420.0,2386.0
1319,19,1229722,1229805,786.0,772.0,1000.0,973.0
1320,19,1229806,1229875,1245.0,1166.0,3204.0,3153.0
1321,19,1230039,1230092,874.0,845.0,2695.0,2656.0
1328,19,1235000,1235062,339.0,323.0,1372.0,1338.0
1329,19,1235063,1235131,467.0,417.0,1422.0,1376.0
1332,19,1235220,1235263,652.0,626.0,450.0,434.0
1336,19,1236589,1236663,243.0,210.0,469.0,60.0
1338,19,1236947,1237026,200.0,4.0,350.0,8.0
1340,19,1237070,1237118,435.0,3.0,888.0,11.0
1345,19,1237706,1237762,552.0,0.0,736.0,12.0
1346,19,1237763,1237827,649.0,2.0,2035.0,40.0
1347,19,1237835,1237891,343.0,0.0,413.0,13.0
1348,19,1237892,1237951,917.0,1.0,1687.0,51.0
1351,19,1238073,1238135,696.0,10.0,1073.0,28.0
1354,19,1241734,1241800,230.0,1.0,550.0,9.0
1355,19,1241801,1241877,495.0,0.0,1584.0,25.0
1356,19,1241878,1241934,828.0,2.0,2583.0,52.0
1357,19,1241935,1242032,139.0,0.0,564.0,14.0
1359,19,1242098,1242170,307.0,0.0,1249.0,30.0
1363,19,1242505,1242557,470.0,401.0,800.0,538.0
1372,19,1249070,1249129,198.0,0.0,290.0,21.0
1373,19,1249130,1249195,286.0,0.0,442.0,8.0
1374,19,1249234,1249266,395.0,2.0,980.0,27.0
1376,19,1249303,1249341,403.0,1.0,1775.0,37.0
1380,19,1249481,1249544,216.0,0.0,708.0,9.0
1382,19,1249741,1249782,324.0,0.0,810.0,23.0
1383,19,1249949,1250022,360.0,0.0,1689.0,53.0
1384,19,1250023,1250072,295.0,0.0,349.0,12.0
1385,19,1250093,1250148,497.0,0.0,1015.0,28.0
1386,19,1250149,1250196,448.0,1.0,1952.0,45.0
1387,19,1250236,1250290,392.0,0.0,1248.0,43.0
1388,19,1250702,1250737,420.0,1.0,1590.0,25.0
1389,19,1250801,1250850,360.0,0.0,671.0,16.0
1401,19,1257089,1257135,282.0,272.0,522.0,501.0
1409,19,1265999,1266098,315.0,15.0,620.0,121.0
1410,19,1266099,1266167,270.0,41.0,482.0,65.0
1415,19,1266822,1266851,605.0,1.0,1340.0,19.0
1417,19,1268499,1268573,289.0,264.0,466.0,350.0
1418,19,1269688,1269757,108.0,0.0,432.0,9.0
1424,19,1275700,1275735,602.0,3.0,899.0,11.0
1425,19,1275736,1275818,155.0,0.0,380.0,3.0
1426,19,1275819,1275899,264.0,0.0,279.0,10.0
1440,19,1285613,1285674,483.0,6.0,525.0,39.0
1441,19,1285691,1285732,265.0,17.0,839.0,52.0
1443,19,1285761,1285812,630.0,4.0,846.0,19.0
1445,19,1285890,1285935,913.0,2.0,1561.0,42.0
1446,19,1285960,1286028,1245.0,3.0,3235.0,73.0
1447,19,1286161,1286335,121.0,0.0,284.0,7.0
1449,19,1286390,1286417,497.0,23.0,1582.0,250.0
1456,19,1287788,1287876,219.0,20.0,364.0,96.0
1477,19,1295415,1295509,972.0,137.0,930.0,893.0
1489,19,1302545,1302618,969.0,841.0,936.0,866.0
1509,19,1315860,1315907,328.0,0.0,511.0,11.0
1510,19,1315908,1316007,623.0,2.0,620.0,17.0
1519,19,1325160,1325219,554.0,3.0,782.0,111.0
1520,19,1325220,1325283,837.0,1.0,678.0,86.0
1521,19,1325313,1325382,427.0,1.0,340.0,51.0
1522,19,1325383,1325459,564.0,0.0,443.0,25.0
1548,19,1355133,1355167,370.0,3.0,574.0,9.0
1554,19,1362373,1362422,613.0,594.0,1200.0,1172.0
1556,19,1363130,1363189,289.0,44.0,735.0,643.0
1562,19,1370760,1370792,740.0,721.0,1090.0,1075.0
1570,19,1383288,1383370,320.0,0.0,301.0,5.0
1572,19,1383825,1383865,246.0,0.0,549.0,17.0
1573,19,1383955,1384030,528.0,3.0,1263.0,16.0
1574,19,1384094,1384153,455.0,0.0,770.0,17.0
1580,19,1390770,1390833,490.0,470.0,1721.0,1671.0
1584,19,1393337,1393391,599.0,576.0,516.0,493.0
1591,19,1395320,1395351,1020.0,981.0,1389.0,662.0
1592,19,1395613,1395682,369.0,327.0,801.0,525.0
1603,19,1399820,1399930,256.0,247.0,556.0,533.0
1607,19,1401356,1401438,382.0,0.0,420.0,17.0
1608,19,1401439,1401517,975.0,2.0,2329.0,30.0
1610,19,1401569,1401607,701.0,0.0,2456.0,63.0
1611,19,1401608,1401664,558.0,7.0,1938.0,51.0
1615,19,1407673,1407714,410.0,0.0,1785.0,32.0
1617,19,1407741,1407842,460.0,2.0,2644.0,19.0
1621,19,1408411,1408476,560.0,3.0,2243.0,62.0
1646,19,1433657,1433764,300.0,283.0,321.0,314.0
1652,19,1438710,1438746,1432.0,1.0,1864.0,42.0
1660,19,1444962,1445071,165.0,0.0,366.0,30.0
1661,19,1445072,1445170,314.0,2.0,588.0,55.0
1664,19,1445306,1445365,361.0,1.0,1312.0,34.0
1666,19,1445927,1445996,483.0,43.0,1060.0,22.0
1667,19,1446269,1446375,322.0,1.0,791.0,16.0
1668,19,1446505,1446572,385.0,5.0,1410.0,17.0
1669,19,1446866,1446961,348.0,4.0,357.0,16.0
1670,19,1446962,1447013,706.0,3.0,1940.0,158.0
1671,19,1447014,1447064,376.0,13.0,1170.0,223.0
1685,19,1457048,1457110,1078.0,108.0,2600.0,2542.0
1686,19,1457111,1457166,570.0,19.0,1409.0,1377.0
1687,19,1457167,1457234,470.0,14.0,1607.0,1542.0
1691,19,1460239,1460324,546.0,519.0,1127.0,1100.0
1694,19,1465936,1465992,882.0,114.0,2821.0,2706.0
1698,19,1467274,1467359,275.0,1.0,633.0,616.0
1705,19,1467882,1467932,864.0,5.0,1438.0,1397.0
1708,19,1468129,1468220,415.0,21.0,588.0,568.0
1709,19,1468221,1468265,533.0,52.0,731.0,695.0
1714,19,1468727,1468804,599.0,15.0,1320.0,1276.0
1717,19,1469188,1469273,371.0,0.0,632.0,619.0
1721,19,1469472,1469519,390.0,0.0,2740.0,2693.0
1728,19,1471076,1471126,475.0,7.0,1309.0,1245.0
1734,19,1475108,1475187,264.0,257.0,593.0,505.0
1736,19,1478958,1479011,472.0,1.0,1454.0,28.0
1738,19,1479214,1479257,270.0,0.0,275.0,4.0
1739,19,1479548,1479589,588.0,0.0,1806.0,39.0
1743,19,1483349,1483412,485.0,458.0,231.0,222.0
1744,19,1483667,1483730,365.0,358.0,1292.0,1263.0
1746,19,1483823,1483885,623.0,595.0,673.0,649.0
1758,19,1489859,1489932,320.0,42.0,634.0,128.0
1760,19,1490157,1490205,720.0,0.0,1365.0,42.0
1763,19,1491164,1491252,319.0,2.0,847.0,34.0
1788,19,1510650,1510723,312.0,83.0,833.0,207.0
1792,19,1512991,1513104,392.0,1.0,905.0,68.0
1793,19,1513128,1513173,768.0,1.0,2135.0,81.0
1795,19,1513231,1513292,287.0,0.0,497.0,14.0
1798,19,1513552,1513649,369.0,0.0,440.0,32.0
1809,19,1523832,1523882,456.0,10.0,1535.0,427.0
1811,19,1524086,1524115,589.0,8.0,2645.0,178.0
1813,19,1524147,1524201,1022.0,5.0,1114.0,60.0
1814,19,1524202,1524279,384.0,5.0,1193.0,230.0
1815,19,1524303,1524377,1427.0,26.0,3530.0,1409.0
1816,19,1524378,1524463,143.0,4.0,1019.0,140.0
1825,19,1543070,1543122,220.0,200.0,352.0,277.0
1837,19,1555736,1555782,905.0,886.0,914.0,892.0
1840,19,1556200,1556235,699.0,685.0,1845.0,1816.0
1842,19,1556587,1556669,448.0,444.0,1000.0,977.0
1845,19,1556746,1556831,247.0,243.0,346.0,341.0
1851,19,1567128,1567196,790.0,3.0,1599.0,41.0
1853,19,1567246,1567332,187.0,0.0,582.0,3.0
1855,19,1567407,1567505,121.0,1.0,270.0,7.0
1856,19,1567639,1567693,772.0,45.0,2579.0,33.0
1857,19,1567694,1567729,475.0,18.0,920.0,22.0
1859,19,1567761,1567807,839.0,18.0,2979.0,61.0
1860,19,1567918,1567966,465.0,5.0,1812.0,32.0
1862,19,1568186,1568225,526.0,2.0,1576.0,28.0
1863,19,1568371,1568445,520.0,2.0,1391.0,19.0
1880,19,1584769,1584812,661.0,620.0,2051.0,2009.0
1883,19,1585548,1585648,254.0,247.0,650.0,625.0
1889,19,1592317,1592372,363.0,0.0,600.0,21.0
1890,19,1592373,1592439,516.0,1.0,2182.0,50.0
1894,19,1592675,1592749,571.0,1.0,1320.0,15.0
1905,19,1605185,1605231,410.0,0.0,365.0,9.0
1906,19,1605273,1605376,182.0,0.0,574.0,12.0
1913,19,1611630,1611716,220.0,212.0,540.0,516.0
1915,19,1612319,1612384,1088.0,1061.0,2193.0,2127.0
1918,19,1619270,1619349,302.0,283.0,1273.0,1243.0
1951,19,1651816,1651901,308.0,0.0,335.0,2.0
1954,19,1652060,1652094,438.0,1.0,1926.0,42.0
1956,19,1652388,1652435,770.0,0.0,4794.0,106.0
1957,19,1652492,1652552,558.0,0.0,1763.0,52.0
1959,19,1653171,1653239,306.0,1.0,749.0,7.0
1995,19,1699146,1699202,611.0,552.0,412.0,193.0
2009,19,1725634,1725695,433.0,2.0,755.0,16.0
2010,19,1725711,1725795,714.0,10.0,2046.0,50.0
2012,19,1725858,1725899,539.0,4.0,676.0,10.0
2013,19,1725914,1725951,755.0,13.0,1868.0,24.0
2029,19,1748629,1748674,1027.0,30.0,1595.0,79.0
2030,19,1748807,1748868,895.0,19.0,1748.0,86.0
2033,19,1749605,1749708,324.0,5.0,789.0,54.0
2034,19,1749709,1749787,600.0,1.0,1765.0,146.0
2036,19,1749818,1749863,684.0,1.0,1876.0,158.0
2040,19,1753297,1753397,180.0,4.0,391.0,37.0
2042,19,1753486,1753529,399.0,3.0,569.0,13.0
2045,19,1753623,1753734,264.0,7.0,376.0,29.0
2046,19,1753735,1753783,1164.0,24.0,4118.0,1200.0
2048,19,1753856,1753929,540.0,5.0,1133.0,130.0
2050,19,1754063,1754100,1068.0,29.0,1644.0,116.0
2051,19,1754540,1754575,996.0,10.0,2796.0,171.0
2052,19,1754892,1754935,684.0,8.0,1460.0,135.0
2057,19,1757443,1757513,295.0,0.0,600.0,37.0
2059,19,1757658,1757716,413.0,5.0,1358.0,138.0
2060,19,1757736,1757799,488.0,1.0,367.0,41.0
2061,19,1757929,1758000,432.0,6.0,838.0,184.0
2062,19,1758023,1758068,672.0,2.0,1209.0,120.0
2064,19,1762507,1762586,409.0,32.0,1808.0,231.0
2099,19,1812046,1812148,250.0,2.0,600.0,44.0
2127,19,1827387,1827429,396.0,384.0,306.0,295.0
2134,19,1828368,1828458,260.0,243.0,1187.0,1153.0
2162,19,1848059,1848126,319.0,0.0,566.0,12.0
2165,19,1848395,1848481,286.0,0.0,794.0,22.0
2170,19,1851698,1851734,605.0,106.0,780.0,675.0
2185,19,1856967,1857048,415.0,2.0,573.0,184.0
2192,19,1863019,1863100,420.0,0.0,701.0,4.0
2193,19,1863101,1863147,496.0,2.0,1066.0,20.0
2195,19,1863223,1863285,395.0,1.0,1100.0,19.0
2197,19,1863337,1863378,516.0,0.0,768.0,22.0
2198,19,1863379,1863405,370.0,0.0,2379.0,30.0
2201,19,1863711,1863752,222.0,2.0,1212.0,27.0
2202,19,1863753,1863792,338.0,0.0,960.0,33.0
2205,19,1863926,1863965,372.0,0.0,648.0,9.0
2210,19,1864298,1864393,210.0,0.0,305.0,5.0
2218,19,1872671,1872744,300.0,261.0,549.0,535.0
2235,19,1905536,1905596,428.0,0.0,1040.0,19.0
2236,19,1905685,1905757,363.0,2.0,767.0,14.0
2252,19,1912647,1912698,852.0,829.0,1588.0,1557.0
2266,19,1924538,1924610,300.0,294.0,1296.0,1239.0
2277,19,1941114,1941200,224.0,0.0,494.0,12.0
2278,19,1941201,1941230,490.0,1.0,3129.0,88.0
2282,19,1941399,1941439,840.0,7.0,1104.0,18.0
2284,19,1941489,1941550,533.0,0.0,1138.0,26.0
2294,19,1949506,1949587,402.0,376.0,870.0,838.0
2329,19,1980967,1981050,269.0,246.0,1092.0,1064.0
2340,19,1986159,1986215,410.0,374.0,409.0,385.0
2342,19,1986818,1986876,444.0,353.0,712.0,590.0
2355,19,1999079,1999166,333.0,238.0,968.0,943.0
2364,19,2015454,2015506,600.0,0.0,2420.0,62.0
2379,19,2042745,2042838,285.0,61.0,615.0,411.0
2388,19,2050706,2050745,265.0,0.0,445.0,14.0
2392,19,2050919,2050988,350.0,6.0,1132.0,21.0
2395,19,2051112,2051150,469.0,1.0,2657.0,51.0
2408,19,2061449,2061485,228.0,5.0,606.0,21.0
2409,19,2061522,2061561,476.0,0.0,1238.0,27.0
2419,19,2073302,2073374,503.0,490.0,647.0,617.0
2421,19,2076484,2076600,270.0,264.0,316.0,313.0
2429,19,2080034,2080097,420.0,394.0,1204.0,1174.0
2434,19,2095530,2095615,270.0,92.0,942.0,664.0
2435,19,2095616,2095703,270.0,53.0,1283.0,898.0
2438,19,2096395,2096460,330.0,2.0,1194.0,23.0
2444,19,2097369,2097454,354.0,36.0,953.0,105.0
2482,19,2151393,2151430,679.0,0.0,1827.0,45.0
2488,19,2159480,2159547,275.0,265.0,1204.0,1152.0
2489,19,2163633,2163697,413.0,2.0,769.0,14.0
2490,19,2163883,2163918,185.0,0.0,639.0,15.0
2494,19,2164418,2164485,463.0,0.0,941.0,29.0
2495,19,2164486,2164524,420.0,0.0,801.0,20.0
2499,19,2165092,2165153,320.0,1.0,727.0,15.0
2500,19,2165154,2165213,632.0,1.0,802.0,14.0
2516,19,2180643,2180753,197.0,177.0,562.0,545.0
2558,19,2226135,2226215,237.0,213.0,374.0,370.0
2561,19,2226760,2226824,498.0,477.0,1723.0,1659.0
2562,19,2226857,2226903,895.0,858.0,2725.0,2675.0
2563,19,2226929,2226986,716.0,681.0,510.0,487.0
2565,19,2227025,2227100,300.0,287.0,234.0,222.0
2571,19,2230157,2230251,187.0,167.0,171.0,166.0
2576,19,2235787,2235846,504.0,0.0,1138.0,22.0
2577,19,2235868,2235907,415.0,0.0,1864.0,47.0
2580,19,2236210,2236269,394.0,0.0,1044.0,14.0
2582,19,2236503,2236597,335.0,0.0,608.0,12.0
2584,19,2243450,2243507,409.0,376.0,1743.0,1371.0
2585,19,2244635,2244695,535.0,515.0,773.0,721.0
2586,19,2245449,2245542,208.0,196.0,658.0,636.0
2596,19,2250725,2250788,534.0,47.0,1787.0,1693.0
2598,19,2250868,2250922,484.0,45.0,635.0,607.0
2599,19,2250923,2251021,627.0,70.0,798.0,791.0
2602,19,2251344,2251453,205.0,5.0,1183.0,1155.0
2603,19,2251466,2251517,445.0,5.0,1295.0,1269.0
2604,19,2251951,2251990,550.0,111.0,1595.0,1559.0
2606,19,2252069,2252137,447.0,19.0,1587.0,1545.0
2607,19,2252138,2252205,450.0,59.0,1536.0,1508.0
2610,19,2252503,2252625,235.0,0.0,587.0,565.0
2621,19,2269416,2269455,259.0,0.0,861.0,17.0
2623,19,2269832,2269873,450.0,0.0,876.0,20.0
2625,19,2270460,2270511,455.0,0.0,1068.0,18.0
2640,19,2275894,2275931,720.0,657.0,3059.0,2987.0
2644,19,2276279,2276370,140.0,130.0,344.0,323.0
2652,19,2282669,2282725,430.0,40.0,659.0,349.0
2661,19,2290471,2290546,784.0,1.0,1974.0,123.0
2663,19,2290594,2290629,721.0,14.0,1721.0,235.0
2665,19,2290904,2290989,470.0,29.0,1433.0,55.0
2666,19,2291109,2291204,294.0,73.0,844.0,23.0
2667,19,2291418,2291489,610.0,373.0,962.0,25.0
2668,19,2291490,2291562,548.0,434.0,1470.0,54.0
2669,19,2291563,2291616,387.0,294.0,625.0,28.0
2670,19,2291617,2291697,938.0,752.0,1634.0,59.0
2689,19,2308059,2308124,708.0,3.0,2070.0,516.0
2690,19,2308178,2308219,1154.0,1.0,2100.0,591.0
2700,19,2321671,2321760,210.0,198.0,332.0,322.0
2709,19,2328788,2328834,438.0,4.0,852.0,26.0
2710,19,2328835,2328914,215.0,0.0,504.0,15.0
2721,19,2339048,2339113,416.0,406.0,854.0,841.0
2726,19,2339977,2340049,433.0,416.0,466.0,451.0
2776,19,2425155,2425214,859.0,750.0,990.0,374.0
2777,19,2425240,2425276,705.0,655.0,1110.0,568.0
2783,19,2426861,2426942,399.0,11.0,486.0,7.0
2784,19,2427300,2427396,230.0,0.0,450.0,10.0
2785,19,2427397,2427494,330.0,0.0,402.0,2.0
2786,19,2427604,2427676,148.0,0.0,672.0,10.0
2789,19,2429400,2429482,265.0,233.0,564.0,341.0
2791,19,2429596,2429701,240.0,215.0,582.0,376.0
2800,19,2456071,2456181,234.0,0.0,455.0,5.0
2801,19,2456556,2456627,561.0,0.0,1786.0,55.0
2803,19,2456853,2456913,830.0,1.0,2639.0,64.0
2804,19,2456914,2456945,260.0,0.0,555.0,9.0
2813,19,2474681,2474742,176.0,0.0,240.0,6.0
2814,19,2474743,2474797,240.0,0.0,384.0,9.0
2819,19,2475336,2475436,228.0,3.0,373.0,22.0
2825,19,2475803,2475858,732.0,1.0,2832.0,213.0
2828,19,2477194,2477282,272.0,35.0,322.0,90.0
2834,19,2489080,2489126,461.0,0.0,408.0,31.0
2835,19,2489151,2489204,462.0,0.0,612.0,12.0
2836,19,2489244,2489284,555.0,0.0,894.0,33.0
2837,19,2489285,2489339,389.0,2.0,1418.0,24.0
2838,19,2489340,2489381,527.0,1.0,1690.0,43.0
2863,19,2513590,2513686,384.0,363.0,650.0,259.0
2881,19,2540907,2540978,463.0,406.0,813.0,695.0
2885,19,2546786,2546843,320.0,119.0,430.0,343.0
2908,19,2574147,2574238,295.0,289.0,541.0,392.0
2922,19,2611690,2611756,252.0,218.0,680.0,380.0
2969,19,2702624,2702699,234.0,0.0,644.0,10.0
2970,19,2702700,2702767,260.0,0.0,748.0,13.0
2971,19,2702804,2702870,329.0,0.0,973.0,19.0
2986,19,2721219,2721254,570.0,1.0,1450.0,25.0
2988,19,2721290,2721350,751.0,2.0,2822.0,94.0
2990,19,2721501,2721544,792.0,2.0,1176.0,20.0
2991,19,2721570,2721639,301.0,3.0,1787.0,65.0
3000,19,2727822,2727941,180.0,162.0,440.0,276.0
3015,19,2739947,2740021,327.0,0.0,792.0,26.0
3016,19,2740161,2740217,235.0,0.0,425.0,10.0
3025,19,2757318,2757383,805.0,779.0,1262.0,1183.0
3044,19,2783296,2783334,189.0,0.0,534.0,16.0
3050,19,2785731,2785787,604.0,0.0,660.0,10.0
3061,19,2807260,2807316,376.0,362.0,1359.0,1309.0
3075,19,2820110,2820159,824.0,3.0,1676.0,19.0
3080,19,2840888,2840987,342.0,0.0,1017.0,14.0
3084,19,2841103,2841156,590.0,3.0,1760.0,37.0
3086,19,2841619,2841674,542.0,0.0,1854.0,39.0
3088,19,2841722,2841768,959.0,9.0,2282.0,41.0
3089,19,2841769,2841819,565.0,0.0,2142.0,44.0
3090,19,2841847,2841890,540.0,0.0,1437.0,25.0
3091,19,2841891,2841936,1128.0,0.0,2930.0,62.0
3092,19,2841937,2841990,558.0,0.0,2285.0,34.0
3101,19,2889152,2889210,504.0,293.0,1345.0,1000.0
3104,19,2900477,2900576,219.0,0.0,478.0,9.0
3105,19,2900649,2900707,320.0,0.0,215.0,1.0
3106,19,2901130,2901180,394.0,3.0,995.0,26.0
3111,19,2926734,2926819,344.0,332.0,389.0,369.0
3112,19,2926837,2926911,495.0,459.0,1598.0,1273.0
3113,19,2944704,2944754,376.0,0.0,1704.0,50.0
3115,19,2944826,2944889,456.0,1.0,872.0,22.0
3135,19,2979805,2979885,563.0,548.0,1376.0,1326.0
3149,19,3006572,3006624,648.0,563.0,1897.0,1756.0
3157,19,3029102,3029146,474.0,1.0,1000.0,10.0
3158,19,3029147,3029181,1126.0,8.0,1981.0,51.0
3159,19,3029182,3029209,635.0,4.0,440.0,11.0
3160,19,3029210,3029264,957.0,0.0,3032.0,56.0
3164,19,3036329,3036385,349.0,0.0,504.0,9.0
3166,19,3036559,3036616,395.0,0.0,1183.0,16.0
3172,19,3047330,3047385,270.0,0.0,1264.0,21.0
3196,19,3062332,3062369,258.0,0.0,869.0,14.0
3199,19,3062487,3062582,474.0,1.0,629.0,20.0
3200,19,3062608,3062651,522.0,1.0,2451.0,56.0
3208,19,3094303,3094367,408.0,5.0,570.0,9.0
3209,19,3094546,3094580,822.0,4.0,3849.0,94.0
3210,19,3094603,3094636,489.0,4.0,1407.0,37.0
3225,19,3110205,3110283,424.0,394.0,866.0,841.0
3228,19,3112807,3112891,300.0,252.0,518.0,470.0
3232,19,3113530,3113590,404.0,380.0,845.0,821.0
3240,19,3116659,3116724,384.0,363.0,811.0,772.0
3247,19,3122268,3122326,648.0,611.0,300.0,288.0
3250,19,3122626,3122686,345.0,337.0,912.0,884.0
3274,19,3186366,3186435,440.0,4.0,1355.0,19.0
3296,19,3201593,3201632,625.0,610.0,2355.0,2302.0
3320,19,3224440,3224494,511.0,1.0,1307.0,20.0
3321,19,3224548,3224610,350.0,1.0,849.0,18.0
3323,19,3224647,3224716,308.0,0.0,586.0,15.0
3324,19,3224717,3224767,855.0,7.0,1620.0,28.0
3325,19,3224768,3224832,278.0,2.0,1025.0,35.0
3326,19,3225575,3225648,418.0,19.0,686.0,233.0
3337,19,3270499,3270601,740.0,3.0,2267.0,221.0
3338,19,3270611,3270662,547.0,1.0,1104.0,82.0
3343,19,3275677,3275724,297.0,0.0,431.0,13.0
3346,19,3275859,3275957,308.0,1.0,760.0,11.0
3353,19,3293236,3293337,229.0,185.0,572.0,387.0
3363,19,3314712,3314769,320.0,286.0,1427.0,1293.0
3366,19,3320360,3320419,600.0,244.0,1050.0,26.0
3369,19,3329944,3330010,329.0,312.0,1356.0,881.0
3375,19,3358597,3358654,736.0,2.0,910.0,28.0
3378,19,3359333,3359381,1016.0,5.0,3312.0,93.0
3384,19,3359791,3359867,287.0,0.0,825.0,14.0
3385,19,3360010,3360081,495.0,0.0,2297.0,36.0
3386,19,3360158,3360232,352.0,0.0,404.0,12.0
3387,19,3360254,3360340,690.0,0.0,1620.0,35.0
3388,19,3360341,3360386,524.0,2.0,1822.0,34.0
3390,19,3360521,3360596,282.0,0.0,707.0,11.0
3399,19,3367421,3367455,595.0,5.0,1490.0,38.0
3405,19,3369483,3369553,196.0,4.0,1269.0,1041.0
3417,19,3381984,3382042,480.0,464.0,944.0,909.0
3419,19,3387356,3387423,307.0,285.0,1050.0,954.0
3435,19,3404978,3405034,767.0,720.0,3063.0,2994.0
