,chr,start,end,nbl2-V,healthy2-V,nbl1-V,nbl0-V,healthy1-V,healthy0-V
25266,21,33783950,33784020,0.0741,0.0327,0.5377,0.0278,0.0833,0.0171
25267,21,33784069,33784121,0.1184,0.0,0.4335,0.0347,0.0,0.0
25268,21,33784510,33784611,0.0833,0.0,0.0,0.0129,0.0,0.0
25269,21,33784612,33784665,0.1528,0.0,0.0357,0.0227,0.0,0.0
25270,21,33785127,33785171,0.0686,0.0,0.0393,0.0739,0.0071,0.0
25271,21,33785172,33785217,0.087,0.0,0.0049,0.1401,0.028,0.0075
25272,21,33941737,33941822,0.0168,0.0,0.0989,0.0,0.0,0.1039
25273,21,33984388,33984455,0.0327,0.0083,0.0,0.0167,0.0093,0.0
25274,21,33984674,33984726,0.009,0.0049,0.0116,0.0076,0.0,0.0
25275,21,34099847,34099899,0.034,0.0,0.0387,0.011,0.0,0.0
25276,21,34099916,34099994,0.0154,0.0,0.0595,0.0343,0.0,0.0
25277,21,34100124,34100201,0.0619,0.0,0.0143,0.0042,0.0,0.0
25278,21,34143672,34143723,0.0333,0.0143,0.0476,0.025,0.0,0.0091
25279,21,34143773,34143802,0.0145,0.0,0.0226,0.0145,0.0,0.0
25280,21,34143963,34144027,0.0333,0.0,0.0292,0.0099,0.025,0.0
25281,21,34144028,34144065,0.0199,0.0,0.0417,0.0188,0.0,0.0
25282,21,34327784,34327835,0.3684,0.5333,0.0833,0.1238,0.8345,0.8765
25283,21,34392169,34392225,0.0195,0.0092,0.0357,0.1082,0.0033,0.0336
25284,21,34392314,34392342,0.0354,0.0,0.0522,0.2513,0.0,0.0
25285,21,34398111,34398207,0.0533,0.0162,0.0187,0.0158,0.0176,0.0
25286,21,34398222,34398277,0.1603,0.0267,0.1377,0.0342,0.0529,0.0215
25287,21,34399243,34399315,0.0513,0.029,0.0196,0.1862,0.0,0.119
25288,21,34400106,34400154,0.4852,0.0,0.4833,0.2228,0.128,0.0258
25289,21,34400624,34400713,0.019,0.1222,0.0737,0.2652,0.0761,0.0
25290,21,34405578,34405669,0.0303,0.1364,0.0083,0.0245,0.1136,0.2121
25291,21,34406061,34406118,0.0625,0.5328,0.0357,0.0339,0.5748,0.7821
25292,21,34442984,34443088,0.1064,0.0,0.0661,0.4935,0.0,0.0
25293,21,34443089,34443118,0.0269,0.0222,0.0783,0.4069,0.0109,0.0071
25294,21,34443167,34443256,0.0786,0.0,0.0048,0.5743,0.0,0.0
25295,21,34444364,34444449,0.0369,0.0,0.125,0.3917,0.0032,0.0455
25296,21,34602216,34602260,0.0267,0.0,0.01,0.0111,0.0,0.0
25297,21,34602261,34602301,0.0437,0.0,0.023,0.0093,0.0,0.0
25298,21,34602321,34602365,0.0396,0.0,0.0376,0.0093,0.0,0.0108
25299,21,34602366,34602460,0.0308,0.0,0.0431,0.0143,0.0,0.0
25300,21,34638959,34639027,0.0276,0.0,0.06,0.0141,0.0,0.0129
25301,21,34662343,34662452,1.0,0.8947,0.9912,0.9286,0.9118,0.9889
25302,21,34775472,34775531,0.0246,0.0,0.0248,0.0172,0.0,0.0
25303,21,34775557,34775612,0.0208,0.0119,0.0076,0.0201,0.0,0.0
25304,21,34775813,34775842,0.03,0.0,0.0152,0.0212,0.0093,0.0071
25305,21,34775843,34775928,0.0675,0.0119,0.0256,0.0141,0.0,0.0
25306,21,34775929,34775991,0.018,0.0048,0.017,0.025,0.0,0.0238
25307,21,34776301,34776344,0.0186,0.0,0.0357,0.0243,0.0,0.0
25308,21,34851883,34851989,0.0071,0.0,0.0429,0.0055,0.0,0.0
25309,21,34852591,34852669,0.0531,0.0,0.0294,0.0129,0.0076,0.0
25310,21,34927487,34927528,0.9818,0.987,0.9571,0.9821,0.9362,0.9773
25311,21,34960657,34960731,0.026,0.0,0.0217,0.0129,0.0069,0.0
25312,21,34960732,34960821,0.0227,0.0,0.0212,0.0359,0.0,0.0
25313,21,34960822,34960867,0.0194,0.0,0.0222,0.0188,0.0,0.0
25314,21,34960868,34960917,0.031,0.0064,0.0074,0.0154,0.0,0.0054
25315,21,35015144,35015260,0.0084,0.0,0.0103,0.0051,0.0,0.0
25316,21,35015450,35015495,0.0339,0.0,0.0159,0.0177,0.0,0.0
25317,21,35445435,35445520,0.0451,0.0,0.0298,0.0357,0.0,0.0035
25318,21,35445856,35445900,0.023,0.0,0.0367,0.0208,0.0143,0.0
25319,21,35445901,35445955,0.0362,0.0067,0.0625,0.0095,0.0,0.0
25320,21,35446068,35446137,0.012,0.0,0.0074,0.0105,0.0062,0.0
25321,21,35446228,35446277,0.0078,0.0,0.0168,0.0127,0.0,0.0
25322,21,35446419,35446455,0.0326,0.0,0.0372,0.0133,0.0,0.005
25323,21,35446456,35446499,0.0208,0.0,0.0198,0.0214,0.0111,0.0
25324,21,35446500,35446534,0.0167,0.0,0.0175,0.0062,0.0076,0.0038
25325,21,35831851,35831907,0.0438,0.019,0.0108,0.1325,0.0512,0.07
25326,21,35986876,35986935,0.052,0.0,0.0208,0.0208,0.0,0.0357
25327,21,35986936,35986971,0.0437,0.006,0.004,0.0269,0.0126,0.0
25328,21,35986972,35987043,0.0476,0.0,0.028,0.0213,0.0,0.0
25329,21,35987232,35987291,0.1071,0.0,0.0228,0.0167,0.0,0.0
25330,21,35987292,35987351,0.0256,0.0031,0.0536,0.0211,0.0,0.0
25331,21,36041893,36041955,0.0714,0.0125,0.0469,0.4509,0.0,0.0128
25332,21,36042025,36042129,0.013,0.0,0.0364,0.674,0.0114,0.0
25333,21,36164167,36164213,0.9286,0.9814,0.9714,0.6859,0.9694,0.8095
25334,21,36164214,36164324,0.8857,0.9859,0.9689,0.8612,0.9688,0.9792
25335,21,36164346,36164380,0.9786,0.9634,0.9625,0.9059,0.9841,0.9712
25336,21,36164381,36164413,0.9733,0.9789,0.9266,0.9547,0.9417,0.9275
25337,21,36164563,36164640,0.9773,0.9844,1.0,0.8458,0.9659,0.9875
25338,21,36164641,36164715,0.7545,1.0,0.92,0.5917,0.98,1.0
25339,21,36164716,36164797,0.9474,0.9792,0.9926,0.9321,0.9517,0.9956
25340,21,36259049,36259088,0.0604,0.0791,0.0343,0.3202,0.1353,0.2182
25341,21,36261129,36261188,0.0331,0.0,0.0779,0.0098,0.0,0.0
25342,21,36261245,36261319,0.0273,0.0,0.0262,0.0143,0.0,0.0
25343,21,36261619,36261701,0.0536,0.0,0.0367,0.0321,0.0,0.0167
25344,21,36261976,36262010,0.0611,0.0,0.0467,0.1575,0.0,0.0
25345,21,36262011,36262062,0.0167,0.0,0.0388,0.0549,0.0,0.0
25346,21,36262283,36262383,0.0714,0.0,0.029,0.1805,0.0,0.0
25347,21,36262457,36262546,0.0385,0.0,0.0102,0.0481,0.0,0.0
25348,21,36262556,36262612,0.0414,0.0,0.0258,0.1396,0.0056,0.0
25349,21,37432824,37432857,0.04,0.0,0.0338,0.0112,0.0,0.0
25350,21,37442359,37442421,0.0253,0.0,0.0171,0.0143,0.0,0.0
25351,21,37507968,37507995,0.0571,0.0,0.0357,0.0165,0.0,0.0067
25352,21,37529186,37529264,0.0642,0.0,0.0101,0.0163,0.0,0.0
25353,21,37529410,37529458,0.0138,0.0,0.0294,0.0221,0.0,0.0
25354,21,37529536,37529604,0.0174,0.0,0.0154,0.0244,0.0,0.0111
25355,21,37681707,37681774,0.9405,0.8889,0.9614,0.8655,0.9653,1.0
25356,21,37692668,37692726,0.0131,0.004,0.0222,0.0173,0.0,0.0
25357,21,37692727,37692779,0.0502,0.0,0.0386,0.0207,0.0,0.0
25358,21,37757767,37757801,0.0262,0.0,0.0207,0.0203,0.0029,0.0
25359,21,37757852,37757892,0.0185,0.0,0.0368,0.0224,0.0,0.0
25360,21,37758054,37758111,0.0385,0.0,0.0077,0.0561,0.0138,0.032
25361,21,37764881,37764960,0.9784,0.96,0.9931,0.9812,0.9776,0.94
25362,21,38065918,38065954,0.5676,0.3317,0.3548,0.7363,0.3345,0.2818
25363,21,38068207,38068269,0.0476,0.0308,0.1224,0.5059,0.0917,0.1133
25364,21,38068270,38068338,0.0952,0.2333,0.1765,0.3587,0.2589,0.1538
25365,21,38070122,38070182,0.0476,0.0905,0.1825,0.027,0.0762,0.0524
25366,21,38070969,38071020,0.0304,0.0223,0.018,0.1068,0.004,0.0105
25367,21,38071165,38071225,0.048,0.0071,0.0286,0.2411,0.0,0.0188
25368,21,38071483,38071536,0.0286,0.0,0.0333,0.0552,0.016,0.0
25369,21,38071549,38071631,0.0571,0.0667,0.0,0.4509,0.0222,0.0375
25370,21,38071657,38071704,0.011,0.0,0.0357,0.1236,0.0105,0.0
25371,21,38071899,38071951,0.0273,0.024,0.0189,0.0993,0.0154,0.0241
25372,21,38071952,38072016,0.031,0.0143,0.0784,0.1417,0.0388,0.0
25373,21,38073705,38073758,0.0182,0.0111,0.02,0.0629,0.0,0.0154
25374,21,38076808,38076905,0.0595,0.0306,0.1224,0.3061,0.0143,0.0
25375,21,38076926,38077015,0.0317,0.0202,0.0741,0.379,0.0,0.0
25376,21,38080024,38080119,0.0308,0.0543,0.069,0.0436,0.0172,0.0152
25377,21,38080120,38080183,0.0556,0.0952,0.1354,0.2697,0.1061,0.0722
25378,21,38080498,38080549,0.0455,0.0,0.0429,0.1296,0.0062,0.0532
25379,21,38081407,38081501,0.0636,0.0,0.15,0.5609,0.0,0.06
25380,21,38082613,38082693,0.0714,0.037,0.0154,0.2754,0.1091,0.0087
25381,21,38114053,38114127,0.3158,0.9792,0.9458,0.6528,0.9412,0.9468
25382,21,38120085,38120154,0.0852,0.0,0.0366,0.0709,0.0,0.0
25383,21,38120211,38120248,0.2746,0.0,0.015,0.054,0.0037,0.0102
25384,21,38120336,38120425,0.5133,0.0,0.0188,0.0857,0.0,0.0
25385,21,38120457,38120556,0.5722,0.0,0.1455,0.2165,0.0227,0.0303
25386,21,38338458,38338522,0.0385,0.0,0.0873,0.0147,0.0053,0.0159
25387,21,38338715,38338800,0.0062,0.0,0.0179,0.01,0.0,0.0
25388,21,38338889,38338949,0.0212,0.0,0.0229,0.0192,0.0,0.0179
25389,21,38352956,38352994,0.552,0.0957,0.8125,0.0587,0.0364,0.078
25390,21,38352995,38353073,0.4558,0.0152,0.7542,0.0357,0.0185,0.0
25391,21,38362317,38362395,0.0208,0.0,0.0351,0.0054,0.0098,0.0
25392,21,38362435,38362488,0.0189,0.0,0.0163,0.0268,0.0,0.0
25393,21,38379036,38379065,0.0417,0.0059,0.0483,0.0407,0.013,0.0154
25394,21,38379132,38379169,0.1132,0.0218,0.0311,0.0275,0.0,0.0
25395,21,38593356,38593446,0.0524,0.0,0.0579,0.012,0.0,0.0
25396,21,38640170,38640231,0.0252,0.0,0.0214,0.0148,0.0,0.0089
25397,21,38640288,38640351,0.0103,0.0,0.022,0.0077,0.0,0.0
25398,21,38738416,38738453,0.035,0.0,0.037,0.026,0.0,0.0079
25399,21,38738601,38738688,0.0222,0.0,0.0,0.0065,0.0,0.0
25400,21,38739525,38739601,0.042,0.0,0.0111,0.0262,0.0,0.0
25401,21,38739740,38739800,0.0343,0.0078,0.0435,0.0134,0.0,0.0
25402,21,38739829,38739894,0.0629,0.0,0.0107,0.0124,0.0,0.0138
25403,21,38739895,38739928,0.0238,0.0,0.0121,0.0187,0.0108,0.0033
25404,21,39286752,39286860,0.2469,0.0056,0.0707,0.0377,0.0119,0.0056
25405,21,39288409,39288470,0.0286,0.0306,0.0394,0.0646,0.0241,0.0417
25406,21,40032322,40032415,0.1667,0.0,0.1086,0.3973,0.0075,0.0139
25407,21,40032554,40032606,0.1585,0.0,0.0641,0.4072,0.0,0.0
25408,21,40032624,40032678,0.6172,0.0,0.2072,0.9194,0.0035,0.0
25409,21,40033510,40033633,0.08,0.1667,0.1929,0.3617,0.03,0.0
25410,21,40177430,40177479,0.0417,0.0,0.057,0.017,0.0,0.0
25411,21,40177969,40178022,0.0321,0.0,0.0429,0.0188,0.0,0.0
25412,21,40178105,40178159,0.0179,0.0,0.0256,0.0089,0.0139,0.0
25413,21,40178160,40178224,0.0317,0.0,0.0286,0.0087,0.0,0.022
25414,21,40178416,40178482,0.0175,0.0,0.0159,0.0097,0.0,0.0
25415,21,40685068,40685109,0.0571,0.0,0.0118,0.0107,0.0,0.0
25416,21,40685388,40685420,0.0343,0.02,0.0101,0.009,0.0053,0.0
25417,21,40685421,40685486,0.1528,0.0,0.037,0.0227,0.0083,0.0
25418,21,40686136,40686179,0.0244,0.0,0.037,0.0121,0.0,0.0056
25419,21,40720584,40720641,0.0203,0.0,0.0345,0.0143,0.0066,0.0
25420,21,40720642,40720704,0.0208,0.0064,0.014,0.0129,0.0047,0.0
25421,21,40720723,40720771,0.022,0.0,0.0149,0.0198,0.0165,0.0
25422,21,40720783,40720867,0.0193,0.0,0.0235,0.0104,0.0,0.0
25423,21,40817359,40817426,0.0379,0.0,0.0119,0.017,0.0119,0.0
25424,21,40984581,40984665,0.0325,0.0,0.0176,0.0992,0.0,0.0138
25425,21,40984731,40984779,0.0119,0.0,0.0106,0.1908,0.0,0.0
25426,21,40984780,40984891,0.0204,0.0,0.0172,0.1383,0.0,0.0
25427,21,40984899,40984926,0.0256,0.0,0.0156,0.4193,0.0172,0.0
25428,21,40985003,40985036,0.0324,0.0162,0.032,0.3338,0.014,0.0082
25429,21,40985051,40985081,0.028,0.0,0.0172,0.3137,0.017,0.0
25430,21,41400686,41400751,0.0222,1.0,0.6,0.7686,0.9316,0.7938
25431,21,41550841,41550906,0.9875,0.875,0.9761,0.4756,0.904,0.9706
25432,21,42213653,42213684,0.0,0.0057,0.0121,0.2685,0.0,0.1111
25433,21,42218761,42218810,0.0549,0.0595,0.039,0.6986,0.0082,0.0152
25434,21,42218811,42218835,0.0273,0.013,0.04,0.4171,0.02,0.0046
25435,21,42218871,42218920,0.0333,0.0,0.0087,0.074,0.0,0.0087
25436,21,42539384,42539455,0.0168,0.0038,0.0238,0.0891,0.0,0.0
25437,21,42539593,42539632,0.0155,0.0041,0.0239,0.2146,0.0033,0.0033
25438,21,42540075,42540110,0.1,0.0,0.0,0.7079,0.0,0.0
25439,21,42540290,42540329,0.0778,0.0379,0.1053,0.64,0.0145,0.0083
25440,21,42540653,42540703,0.0159,0.0,0.039,0.1961,0.0,0.0
25441,21,42541141,42541215,0.0182,0.0,0.0667,0.1556,0.0,0.0
25442,21,42792265,42792319,0.0474,0.0071,0.0098,0.0167,0.0,0.0067
25443,21,42798813,42798856,0.0154,0.0667,0.16,0.572,0.069,0.0526
25444,21,42879321,42879410,0.0309,0.0083,0.0833,0.0986,0.0,0.013
25445,21,42879840,42879912,0.0667,0.0159,0.1222,0.0591,0.0404,0.0094
25446,21,42879995,42880089,0.044,0.0,0.1286,0.3909,0.0179,0.0112
25447,21,43090529,43090596,0.1,0.9764,0.8731,0.6035,0.986,0.961
25448,21,43092407,43092495,0.38,0.88,0.7538,0.8922,0.9733,1.0
25449,21,43146052,43146143,0.0192,0.0096,0.8649,0.9396,0.0,0.0047
25450,21,43181674,43181751,0.0471,0.02,0.431,0.4942,0.0,0.0
25451,21,43186617,43186727,0.0429,0.02,0.1333,0.7603,0.0333,0.1
25452,21,43186784,43186808,0.025,0.0816,0.3959,0.8984,0.0649,0.07
25453,21,43186842,43186883,0.0485,0.0576,0.05,0.7475,0.0307,0.0264
25454,21,43235939,43236044,0.9641,0.9805,0.9686,0.9774,0.9643,0.9744
25455,21,43298926,43298953,0.0155,0.0062,0.0333,0.0296,0.0,0.0
25456,21,43298954,43298998,0.0516,0.0,0.0282,0.0242,0.0,0.0
25457,21,43299077,43299105,0.014,0.0,0.025,0.0125,0.0,0.0
25458,21,43299106,43299134,0.0192,0.0152,0.037,0.0195,0.0,0.0
25459,21,43299254,43299292,0.0163,0.0,0.0167,0.0221,0.0,0.0079
25460,21,43299539,43299614,0.2051,0.0,0.0096,0.0224,0.0,0.0
25461,21,43373903,43373953,0.1645,0.0112,0.053,0.0795,0.0,0.006
25462,21,43374085,43374114,0.2789,0.0,0.0462,0.0238,0.0,0.0
25463,21,43374256,43374289,0.2571,0.015,0.0416,0.0316,0.0055,0.0
25464,21,43374290,43374319,0.0889,0.0,0.0182,0.0291,0.0,0.0
25465,21,43429841,43429893,0.033,0.0,0.0408,0.0088,0.0,0.0
25466,21,43430821,43430873,0.0286,0.0083,0.0276,0.0139,0.0,0.0
25467,21,43430874,43430938,0.013,0.0,0.0682,0.0182,0.0,0.0
25468,21,43431063,43431175,0.0331,0.0,0.0455,0.0093,0.0,0.0
25469,21,43431198,43431241,0.0145,0.0104,0.0439,0.0299,0.0,0.0041
25470,21,43431422,43431482,0.019,0.0,0.0263,0.0302,0.0054,0.0104
25471,21,43639037,43639090,0.0867,0.0,0.04,0.0613,0.0,0.0185
25472,21,43639249,43639289,0.2,0.0057,0.0645,0.0362,0.0044,0.0174
25473,21,43934107,43934156,0.0632,0.0,0.018,0.0213,0.0,0.0139
25474,21,43934255,43934334,0.0583,0.0,0.0,0.0033,0.0,0.0088
25475,21,43934680,43934752,0.0703,0.0,0.0442,0.202,0.0,0.0
25476,21,43979574,43979669,0.8827,0.8841,1.0,0.98,0.9861,0.9737
25477,21,44073399,44073487,0.0909,0.0,0.0105,0.0328,0.0,0.0182
25478,21,44073700,44073767,0.014,0.0,0.0121,0.0351,0.0,0.0
25479,21,44074050,44074084,0.0185,0.0,0.0513,0.0252,0.0,0.0513
25480,21,44074328,44074398,0.0404,0.0,0.0239,0.0209,0.0043,0.0
25481,21,44074399,44074468,0.05,0.0,0.0533,0.0262,0.0,0.0
25482,21,44112994,44113045,0.7642,0.9651,0.9829,0.9475,0.9875,0.9712
25483,21,44201512,44201632,0.025,0.0,0.0312,0.0,0.0,0.25
25484,21,44279795,44279885,0.9827,0.9818,0.9748,0.9767,0.9675,0.9818
25485,21,44313663,44313700,0.0229,0.0,0.0071,0.0174,0.0,0.0
25486,21,44394845,44394881,0.0244,0.002,0.0263,0.0188,0.0168,0.0
25487,21,44394896,44394933,0.035,0.0,0.0263,0.0118,0.0,0.0
25488,21,44395179,44395232,0.0417,0.0,0.0263,0.0208,0.0093,0.0
25489,21,44395233,44395256,0.0185,0.0125,0.0441,0.0107,0.0,0.0
25490,21,44395257,44395291,0.0316,0.0,0.0261,0.0202,0.0,0.0
25491,21,44395292,44395357,0.0141,0.0,0.0093,0.0233,0.0,0.0
25492,21,44395445,44395492,0.0182,0.0,0.0235,0.0226,0.0,0.0
25493,21,44441953,44442023,0.9727,1.0,0.9676,0.9686,0.987,0.9739
25494,21,44483042,44483146,0.9847,0.9245,0.9823,0.9279,0.9091,0.9083
25495,21,44494772,44494852,0.1905,0.0521,0.019,0.0324,0.1049,0.1235
25496,21,44495580,44495643,0.0417,0.0,0.0263,0.0223,0.0079,0.0068
25497,21,44495669,44495729,0.0194,0.0,0.0143,0.0223,0.0046,0.0083
25498,21,44495870,44495947,0.04,0.0,0.0056,0.0107,0.0,0.0
25499,21,44495948,44496024,0.03,0.0333,0.03,0.0185,0.0389,0.0
25500,21,44496502,44496536,0.0194,0.0,0.0192,0.0187,0.0,0.0293
25501,21,44496537,44496577,0.0222,0.0179,0.0074,0.0216,0.0,0.0234
25502,21,44496578,44496626,0.0161,0.0144,0.0278,0.0199,0.0,0.0044
25503,21,44496653,44496729,0.0566,0.0,0.026,0.017,0.0,0.0
25504,21,44496845,44496920,0.0275,0.0408,0.0276,0.0135,0.0974,0.0451
25505,21,44527303,44527394,0.0118,0.0,0.0078,0.0029,0.0128,0.0
25506,21,44527414,44527467,0.0338,0.0,0.0176,0.0133,0.0075,0.0131
25507,21,44527487,44527539,0.0208,0.0,0.0476,0.0345,0.0,0.0
25508,21,44562049,44562107,0.863,0.9167,0.8833,0.9142,0.9071,0.7929
25509,21,44573917,44574005,0.9683,0.8571,1.0,0.9579,0.7929,0.6484
25510,21,44580924,44580988,0.8182,0.9875,0.96,0.8897,0.905,0.96
25511,21,44590548,44590638,0.9418,0.8871,0.92,0.8882,0.8762,0.9429
25512,21,44593439,44593536,0.2791,0.1373,0.4194,0.4734,0.0,0.0303
25513,21,44765508,44765607,0.9646,0.8333,0.92,0.9651,0.7333,0.7143
25514,21,44779196,44779240,0.9931,0.8897,0.9667,0.9644,0.8364,0.8447
25515,21,44782360,44782440,0.0533,0.0714,0.4167,0.0348,0.0,0.0
25516,21,44827790,44827857,0.9691,0.9762,0.968,0.955,0.9385,0.8354
25517,21,44829461,44829563,0.4074,0.9928,0.8807,0.5477,0.9,0.875
25518,21,44840372,44840440,0.9841,0.9765,1.0,0.9355,0.94,0.9916
25519,21,44846552,44846609,0.0125,0.0,0.0,0.0135,0.0,0.0133
25520,21,44846802,44846844,0.0469,0.0,0.0057,0.0168,0.0093,0.0
25521,21,44846845,44846901,0.06,0.0,0.0,0.0365,0.0,0.0
25522,21,44846902,44846964,0.0366,0.0065,0.0106,0.0115,0.0,0.0
25523,21,44847016,44847047,0.0293,0.0,0.0225,0.0152,0.0,0.0081
25524,21,44847115,44847172,0.0455,0.0076,0.0455,0.0186,0.0043,0.0057
25525,21,44847173,44847265,0.0271,0.0,0.0,0.0362,0.0,0.0
25526,21,44847468,44847526,0.0296,0.0,0.0041,0.0088,0.0,0.033
25527,21,44847686,44847715,0.0923,0.0,0.1905,0.0994,0.0154,0.05
25528,21,44847728,44847759,0.0237,0.0,0.3706,0.134,0.0,0.0038
25529,21,44847812,44847845,0.15,0.0643,0.4182,0.1584,0.0158,0.0111
25530,21,44866680,44866741,0.9833,0.9537,0.9756,0.9732,0.9615,0.8708
25531,21,44877509,44877594,0.9643,0.984,0.971,0.9459,0.9147,1.0
25532,21,44904914,44905011,0.976,0.981,0.9773,0.9635,0.9914,0.9592
25533,21,45077730,45077789,0.9831,0.3333,0.987,0.9763,0.0965,0.2816
25534,21,45077943,45078063,0.9781,0.9038,0.9463,0.9783,0.8769,0.8172
25535,21,45079457,45079523,0.022,0.0,0.0515,0.0205,0.0,0.0
25536,21,45079749,45079813,0.0481,0.0,0.0,0.0236,0.0,0.0057
25537,21,45138468,45138530,0.0266,0.0,0.1342,0.0414,0.0114,0.0179
25538,21,45138580,45138660,0.014,0.0,0.049,0.0149,0.0,0.0
25539,21,45139108,45139171,0.0382,0.0026,0.0156,0.0302,0.0046,0.0
25540,21,45139239,45139282,0.0174,0.0,0.0234,0.0176,0.0,0.0
25541,21,45156197,45156283,0.9273,0.9531,0.92,0.9658,0.9273,0.9455
25542,21,45195733,45195829,0.0571,0.0,0.0435,0.0288,0.0,0.0
25543,21,45196501,45196578,0.0694,0.0,0.0,0.0,0.0,0.0
25544,21,45209333,45209419,0.0,0.0,0.0485,0.0148,0.0,0.0
25545,21,45284529,45284566,0.1143,0.0,0.0143,0.0226,0.0,0.0
25546,21,45284789,45284835,0.3178,0.0,0.0161,0.0092,0.0,0.0
25547,21,45285085,45285128,0.0296,0.0055,0.0327,0.0104,0.0,0.0
25548,21,45285312,45285352,0.032,0.0035,0.0205,0.0187,0.0,0.0
25549,21,45285376,45285418,0.2005,0.0148,0.013,0.0195,0.0057,0.0
25550,21,45285498,45285547,0.0286,0.0,0.0218,0.0144,0.0,0.0
25551,21,45285646,45285711,0.06,0.0,0.0135,0.0112,0.013,0.0021
25552,21,45363511,45363598,0.0781,0.931,0.8833,0.9552,0.9913,0.9796
25553,21,45431939,45432000,0.0128,0.0,0.0165,0.0167,0.0,0.0089
25554,21,45432109,45432171,0.0072,0.0,0.01,0.029,0.0,0.0
25555,21,45432273,45432303,0.0147,0.0,0.0577,0.018,0.0,0.0
25556,21,45432314,45432351,0.0347,0.0,0.0,0.0182,0.0,0.0
25557,21,45432451,45432487,0.0388,0.0,0.0154,0.0154,0.0,0.0
25558,21,45432725,45432788,0.0455,0.0,0.0319,0.0154,0.0101,0.0
25559,21,45432818,45432941,0.0222,0.0,0.0333,0.0286,0.0,0.1
25560,21,45527162,45527200,0.0265,0.004,0.0158,0.0105,0.0,0.0
25561,21,45527201,45527237,0.06,0.0,0.0328,0.0247,0.0,0.0
25562,21,45527313,45527360,0.0377,0.0079,0.037,0.0068,0.0,0.0
25563,21,45527386,45527442,0.0508,0.0096,0.0433,0.0241,0.0,0.0036
25564,21,45527711,45527789,0.0476,0.0111,0.0278,0.0275,0.0,0.0606
25565,21,45536235,45536343,0.9841,1.0,0.9596,0.9471,0.9333,0.974
25566,21,45553380,45553424,0.05,0.0,0.06,0.02,0.0,0.0
25567,21,45559470,45559532,1.0,0.9467,0.9611,0.9646,0.8074,0.736
25568,21,45660210,45660291,0.0183,0.0,0.0522,0.0654,0.0065,0.0
25569,21,45660486,45660525,0.0,0.0,0.0167,0.044,0.0095,0.0
25570,21,45660535,45660576,0.0465,0.0,0.0524,0.0353,0.0047,0.0044
25571,21,45660944,45660976,0.2136,0.0,0.0286,0.0331,0.0,0.0073
25572,21,45662207,45662267,0.0655,0.0,0.1264,0.1184,0.0,0.0
25573,21,45662452,45662529,0.0526,0.0072,0.1863,0.3373,0.0076,0.0076
25574,21,45662622,45662651,0.108,0.0056,0.1429,0.1217,0.0,0.0
25575,21,45662678,45662731,0.0808,0.0,0.0711,0.2302,0.0102,0.01
25576,21,45662819,45662862,0.0985,0.0105,0.216,0.5034,0.1049,0.0365
25577,21,45662890,45662967,0.0417,0.0179,0.1078,0.1631,0.0714,0.1897
25578,21,45705601,45705688,0.0108,0.6706,0.0917,0.4377,0.248,0.4571
25579,21,45705689,45705757,0.1375,0.3875,0.23,0.898,0.63,0.08
25580,21,45705870,45705913,0.0238,0.4212,0.1384,0.7656,0.2788,0.6711
25581,21,45719652,45719715,0.0442,0.0,0.0403,0.0408,0.0,0.0
25582,21,45719818,45719876,0.0171,0.0,0.0345,0.0212,0.0,0.0612
25583,21,45720088,45720137,0.0116,0.0075,0.0265,0.0349,0.0058,0.0153
25584,21,45720270,45720321,0.0095,0.0,0.0153,0.0194,0.0,0.0
25585,21,45741649,45741691,0.9878,0.9884,0.9848,0.9608,0.9429,0.9685
25586,21,45750242,45750316,0.8963,0.7554,0.7684,0.8492,0.824,0.9231
25587,21,45750761,45750848,0.9343,0.6061,0.9314,0.942,0.6429,0.7711
25588,21,45768895,45768976,0.0893,0.9479,0.7917,0.8643,0.9804,0.9375
25589,21,45769834,45769892,0.0741,0.072,0.0778,0.2088,0.0583,0.0091
25590,21,45769893,45770008,0.4156,0.2727,0.0556,0.5804,0.1818,0.1364
25591,21,45770051,45770134,0.0356,0.025,0.0359,0.3987,0.0286,0.0364
25592,21,45770223,45770313,0.0565,0.0594,0.0901,0.4916,0.024,0.0215
25593,21,45770667,45770714,0.1143,0.1294,0.4293,0.9703,0.134,0.14
25594,21,45778338,45778390,0.4058,0.9193,0.7588,0.7731,0.9675,0.995
25595,21,45845513,45845576,0.0769,0.764,0.8744,0.5921,0.6778,0.9231
25596,21,45875522,45875633,0.2917,0.0,0.04,0.0233,0.04,0.0
25597,21,45927993,45928087,0.125,0.9508,0.5667,0.3394,0.9759,0.9468
25598,21,45953576,45953659,0.5851,0.9704,0.82,0.8839,0.9207,1.0
25599,21,45989182,45989247,0.1667,0.9345,0.5513,0.5625,0.98,0.9295
25600,21,46143489,46143565,0.0556,0.0156,0.1089,0.2216,0.0208,0.0
25601,21,46222376,46222454,0.037,0.0,0.0,0.0175,0.0,0.0
25602,21,46238024,46238069,0.0286,0.0,0.0304,0.0388,0.0,0.0
25603,21,46238093,46238209,0.042,0.0046,0.0365,0.0064,0.0,0.0
25604,21,46238710,46238751,0.9841,0.5357,0.9909,0.9647,0.544,0.6116
25605,21,46292987,46293031,0.0345,0.0,0.0129,0.0337,0.0,0.0
25606,21,46293040,46293122,0.0095,0.0,0.0119,0.0078,0.0,0.0179
25607,21,46293448,46293521,0.0036,0.0,0.0138,0.0062,0.0,0.0
